reference	verse	book
Matthew 16:21	(title) Jesus talks about Jesus's death. _paragraph Then Jesus started explaining to Jesus's followers/disciples [Jesus must go to Jerusalem] [and the old leaders, the chief priests and the people [who teach religious law to people] will cause [Jesus to suffer greatly]]. Jesus _implicitNecessary also _implicitNecessary said _implicitNecessary [Jesus must be killed by those people _implicitActiveAgent] [and Jesus will be caused by God _implicitActiveAgent [to become alive again after 3 days days]].	Matthew
1 Samuel 6:8	Then you(Philistines) (imp) put the Ark-of-the-Covenant of Yahweh on the wagon. And you(Philistines) (imp) put the gold objects [that you(Philistines) made] into a box. And you(Philistines) (imp) put that box on the wagon beside the Ark-of-the-Covenant. You(Philistines) will give those gifts/offerings to the Israelites’ god [so that the Israelites’ god will forgive your(Philistines’) sins]. Then you(Philistines) (imp) make [the cows start pulling the wagon].	1_Samuel
Acts 19:24	One man [who lived in that place] was named Demetrius. Demetrius made things out of silver. And Demetrius sold those things to people.  Demetrius made idols [which resembled the false god named Artemis].  And many other people also earned much money because of the idols [that Demetrius made].	Acts
Nehemiah 11:22	Uzzi was the leader of the people [who were in the tribe named Levi] [and who lived in Jerusalem]. Uzzi was a son of Bani. Bani was a son of Hashabiah. Hashabiah was a son of Mattaniah. And Mattaniah was a son of Mika. Uzzi was one of the people/descendants of Asaph. Asaph’s descendants were the leaders of the people [who sang in the temple of God].	Nehemiah
Genesis 41:6	Then 7 other plants grew quickly. Those 7 plants were thin. Those plants did not have much grain. A hot wind [that blew from the east] had burned those plants.	Genesis
2 John 1:4	You(people) (title) (imp) obey God’s commands.  And you(people) (title) (imp) reject the false things [that people teach]. I(John) was very happy [when I(John) heard about some of your(people’s) children]. I(John) heard [that your(people’s) children are doing the things [that God showed us(people) [that God truly wants [us(people) to do]]]]. Your(people’s) children are doing the things [that God [who is our(John's) Father] told us(people) [that we(people) should do]].	2_John
Genesis 17:10	This law is a part of the covenant [that I(God) make with you(Abraham) and with your(Abraham's) descendants]. You(Abraham) and your(Abraham's) descendants must obey this law. You(Abraham) and every man [who is your(Abraham's) descendant] must be circumcised by a person.	Genesis
Matthew 5:10	People [who are persecuted by other people _implicit [because those people are good/righteous]] are blessed by God _implicitActiveAgent. (literal) For the kingdom-B of heaven belongs to those people. (dynamic) For God will be those people's king.	Matthew
Esther 2:12	[Before Hegai took a girl to the king] Hegai cared for the girl for 12 months. Hegai put a special oil named myrrh on the girl for 6 months. Then Hegai put special perfumes on the girl for 6 months.	Esther
Genesis 26:33	So Isaac named the well Shibah. –Footnote Shibah means promise. and today people call the city [that is near that well] Beersheba. –Footnote Beersheba means the well of the promise.	Genesis
1 Samuel 14:27	But Jonathan did not know [that Saul told the soldiers [to not eat food until the evening]]. So Jonathan put the end of Jonathan's stick/staff into the honey. Then Jonathan ate the honey. Then Jonathan became strong again.	1_Samuel
Genesis 30:21	Later Leah birthed a daughter. and Leah named this daughter Dinah.	Genesis
Genesis 18:9	The men asked Abraham, ["Where is your(Abraham's) wife named Sarah?]" Abraham answered the men, ["Sarah is in that tent".]	Genesis
Mark 14:17	(paragraph) In the evening of that day _implicit, Jesus arrived at that room _implicit with those 12 followers/disciples.	Mark
2 Samuel 7:17	Nathan told David all of the things[that Yahweh said].	2_Samuel
Mark 10:17	(title) Jesus answers a rich man's question. (paragraph) (implicit-subaction) Then Jesus and Jesus's disciples started to travel again. [While Jesus and Jesus's disciples _implicit were leaving that place _implicit,] a man ran to Jesus. And that man knelt in-front-of Jesus. That man asked Jesus, ["Good master/teacher, what should I(man) do [so that I(man) will live forever with God _implicit]?"]	Mark
Matthew 14:6	_paragraph One day Herod was celebrating-B the day [that Herod was born on] with guests at Herod's palace _implicit. Herodias's daughter danced for Herod and those guests. And Herodias's daughter pleased Herod very much.	Matthew
2 Samuel 16:3	Then the king asked, ["Where is Mephibosheth?"]Ziba answered the king, ["Mephibosheth is staying in Jerusalem]. Mephibosheth thinks, ["Today the Israelites will give my(Mephibosheth's) grandfather’s kingdom to me(Mephibosheth)."]"	2_Samuel
Genesis 4:12	Therefore the ground will not grow crops for you(Cain).  You(Cain) will wander on the earth."	Genesis
Genesis 28:18	In the morning Jacob made a pillar with the stone [that Jacob slept on]. Then Jacob poured oil of olive on that pillar.	Genesis
Genesis 24:36	Abraham's wife named Sarah birthed a son [when Sarah was old]. and Abraham gave all things [that Abraham owns] to that son.	Genesis
Matthew 20:29	(title) Jesus heals 2 blind men. _paragraph (implicit-subaction) [While Jesus and Jesus's followers/disciples continued traveling to Jerusalem,] Jesus and Jesus's followers/disciples came to Jericho named the town _implicitExplanationOfName. [When Jesus left Jericho,] a big crowd followed-A Jesus.	Matthew
1 Samuel 10:12	A man [who lived near that place] said, ["Who is these prophets' fathers?"] Later many people asked that same question. And people asked, ["Is Saul a prophet now?"]	1_Samuel
1 Samuel 24:11	You(Saul) (imp) look at this piece of your(Saul's) robe [that I(David) am holding]!  I(David) cut-off this small piece of your(Saul's) robe [while you(Saul) were in this cave]. But I(David) did not kill you(Saul). Now you(Saul) know [that I(David) do not want [to treat you(Saul) badly]]. I(David) never did a bad thing to you(Saul). But you(Saul) are looking for me(David) [in-order-to kill me(David)].	1_Samuel
Nehemiah 13:11	So I(Nehemiah) told/rebuked/scolded the temple’s officials. And I(Nehemiah) asked those officials, ["Why are you(officials) not caring for the house of God?"]. Then I(Nehemiah) called all of the officials. And I(Nehemiah) put those officials at the places [that those officials should work at].	Nehemiah
2 Samuel 11:10	Then a person told David, ["Uriah did not go to Uriah's house."]So David said to Uriah, ["You(Uriah) came from the war]. Why did you(Uriah) not go to your(Uriah's) house?"	2_Samuel
Esther 5:14	Then Haman's wife and Haman's friends said to Haman, ["You(Haman) (imp) build a structure [so that you(Haman) could hang Mordecai]]. The structure must be very tall. In the morning you(Haman) (imp) ask [the king to hang Mordecai]. Then you(Haman) (imp) go to the feast [that Esther will prepare]. Then you(Haman) will be happy." Haman agreed with Haman's wife and with Haman's friends. So Haman ordered [a servant to build this structure].	Esther
1 Samuel 20:30	Then Saul became very angry with Jonathan. Saul said, ["You(Jonathan) are the son of an evil woman]! I(Saul) know [that you(Jonathan) love David [more than you(Jonathan) love me(Saul)]]! You(Jonathan) embarrass yourself(Jonathan). And you(Jonathan) embarrass your(Jonathan's) mother [who birthed you(Jonathan)].	1_Samuel
Daniel 2:41	You(king) saw [that the feet of the statue and the toes of the statue were clay and iron]. Likewise this kingdom will be two parts. The first part will be strong [like iron is strong].	Daniel
Genesis 24:13	I(servant) am standing near this spring. and the women [who live in the city] are coming to the spring [in-order-to obtain water].	Genesis
2 Samuel 23:23	People honored Benaiah [more than people honored the 30 important officers]. But Benaiah was not one of the 3 important officers.  David chose Benaiah [in order to lead the soldiers [that protected David]].	2_Samuel
Matthew 2:21	(paragraph) So Joseph get-up. And Joseph took the child and the child's mother.  And Joseph went to the land of Israel.	Matthew
Genesis 4:22	Zillah birthed a son named Tubal-Cain.  Tubal-Cain made bronze tool and iron tool.  The name of Tubal-Cain's sister was Naamah.	Genesis
Genesis 42:18	After 3 days Joseph called Joseph's 10 brothers.  And Joseph said to Joseph's brothers, ["I(Joseph) fear God]. [If you(brothers) obey me(Joseph)] then I(Joseph) will allow [you(brothers) to continue living].	Genesis
Mark 12:43	Jesus called-A Jesus's disciples. And Jesus said to those followers/disciples, ["I(Jesus) tell the truth to you(followers)]. That poor woman's/widow money is more valuable than all the other people's money.	Mark
1 Samuel 17:28	David’s oldest brother named Eliab heard [David talking to the men]. Then Eliab became very angry at David. And Eliab asked David, ["Why did you(David) come here]? Who is taking care of your(David's) sheep [that are in the desert]? I(Eliab) know [that you(David) are very proud]. And I(Eliab) know [that you(David's) are very bad]. You(David) came to this place [so that you(David) could watch [the soldiers fighting]]."	1_Samuel
2 Samuel 9:2	A man named Ziba was one of Saul’s servants. So David called Ziba. Then David said to Ziba, ["Are you(Ziba) Ziba?"]Ziba answered, ["I(Ziba) am your(David's) servant."]	2_Samuel
Daniel 3:17	You(Nebuchadnezzar) are able [to throw us(men) into the very hot fire]. But the God [whom we(men) honor] is able [to save us(men) from the fire]. [If God wants [to save us(men) from your(Nebuchadnezzar's) authority]] God will save us(men).	Daniel
Nehemiah 7:10	652 men [that were from Arah] returned.	Nehemiah
Genesis 34:16	Then the men [who live in the town of you(Shechem)] may marry the women of us(sons). and the men of us(sons) may marry the women [who live in the town of you(Shechem)]. Then we(sons) will live in the land of you(Shechem). And the people of us(sons) and the people of you(Shechem) will become one nation.	Genesis
Genesis 27:3	So you(Esau) (imp) take the bow of you(Esau) and the arrows of you(Esau) to a field.  And you(Esau) (imp) hunt an animal [that I(Isaac) like [to eat]].	Genesis
1 Samuel 15:1	(title) Saul does not obey Yahweh.  One day Samuel said to Saul, ["Previously Yahweh sent me(Samuel) to you(Saul) [so that I(Samuel) could pour oil on your(Saul’s) head]].  Then you(Saul) became the king of Israel.  So you(Saul) (imp) listen to Yahweh’s message now.	1_Samuel
Nahum 3:5	But Yahweh [, who rules all people,] says, ["People [who live in Nineveh], I(Yahweh) will fight you(people)]. I(Yahweh) will lift your(people's) dress [so that your(people's) dress could cover your(people's) face]. Then all of the people [who live on the earth] will see [that you(people) are naked]. The people [who live in other countries] will laugh at you(people).	Nahum
Matthew 25:46	_paragraph Then those evil _implicit people will enter the place [that those people will be punished by God _implicitActiveAgent forever in]. But the good/righteous people will enter the place [where those people will have life [that never ends]].	Matthew
2 Samuel 17:25	Absalom chose a man named Amasa [to become the captain of the army].  Previously Joab was the captain of the army. Amasa was the son of Jether. Jether was a descendant of Ishmael. Amasa’s mother’s name was Abigail. Abigail was the daughter of Nahash. And Abigail was the sister of Zeruiah. Zeruiah was Joab’s mother.	2_Samuel
2 Samuel 15:34	But [if you(Hushai) return to the city] you(Hushai) will be able [to trick Absalom]. You(Hushai) will (implicit-info) cause [Absalom to think [that Ahithophel is foolish]]. (imp) You(Hushai) say to Absalom, ["My(Hushai's) king, I(Hushai) will be your(Absalom's) servant]. Previously I(Hushai) served your(Absalom's) father. But now I(Hushai) will serve you(Absalom)." Then [whenever Ahithophel advises Absalom] you(Hushai) will advise [Ahithophel to do other things].	2_Samuel
1 Samuel 12:4	The Israelites said, ["You(Samuel) did not cheat us(Israelites)]. And you(Samuel) did not take money from us(Israelites). You(Samuel) did not take a thing from us(Israelites)."	1_Samuel
Mark 12:9	(paragraph) (rhetorical) Then-D what will the man [who owned the garden/vineyard] do? (statement) I(Jesus) will tell to you(people) the thing-B [that the man [who owned the garden/vineyard]] will do. That man will come to that garden/vineyard _implicit. And that man will kill those people/farmers. Then that man will choose-B/appoint other people [other people to care-C that garden/vineyard].	Mark
2 Samuel 24:23	My(Araunah's) king, I(Araunah) will give all of these things to you(David)." Araunah also said to the king, ["I(Araunah) will pray [that your(David's) God named Yahweh will be pleased with you(David)]]."	2_Samuel
Genesis 5:30	Lamech lived for 595 years [after Noah was birthed].  Lamech also had other children.	Genesis
Genesis 50:12	Thus Jacob's sons obeyed Jacob.	Genesis
1 Samuel 30:17	So (implicit-info) David and the men [who were with David] attacked those Amalekites.  David and the men [who were with David] fought the Amalekites during that night and during the next day. David and those men killed all of those Amalekites except 400 young men [who escaped on those men's camels].	1_Samuel
Nehemiah 13:7	Then I(Nehemiah) returned to Jerusalem. And I(Nehemiah) learned about the bad/evil thing [that Eliashib did]. Eliashib gave to Tobiah a big room [that was in the court of God’s house].	Nehemiah
Matthew 3:10	The tool/axe of God _implicit is already at the root of the trees . And each tree [that does not produce good fruit] will be cut-down by God _implicitActiveAgent. And those trees will be thrown by God _implicitActiveAgent into the fire."	Matthew
Joshua 6:18	(imp) You(people) do not take a thing from this city. You(people) must destroy all of the things [that are in this city]. We(people) will give all of these things to Yahweh. [If a person takes a thing from this city to our(people's) camp] Yahweh will destroy that person. And that person will cause [all of the Israelites to have trouble].	Joshua
Matthew 12:13	_paragraph Then Jesus said to the man [who (implicit-situational) had a sick/shriveled hand], ["You(man) (imp) move your(man's) hand toward me(Jesus)"]. So that man moved that man's hand toward Jesus. And that man's hand became completely healthy [just-like the other hand of that man was healthy].	Matthew
Joshua 4:7	Then you(people) will tell your(Israelites’) children [that Yahweh caused [the Jordan River to stop flowing]]. You(people) will tell your(people's) children [that [when the priests carried the ark-of-the-covenant into the river] the water stopped flowing]. Then you(people) will remember these events forever.”	Joshua
Mark 10:38	(paragraph) But Jesus said to James and John, ["You(James) _dual do not understand the thing [that you(James) _dual are asking-B me(Jesus) for]]. (literal) Are you(James) _dual able [to drink the bitter-B drink _implicit from the cup [that I(Jesus) will soon _implicit drink that drink _implicit from]]? (dynamic) Are you(James) _dual ready-C [ the same hard-B things-B [that will soon _implicit happen to me(Jesus)] to happen to you(James) _dual]? (literal) And are you(James) _dual ready-C [people _implicitNecessary to wash/baptize you(James) _dual with the same terrible _implicit things [that I(Jesus) will be washed/baptized by people _implicitActiveAgent with]]? (dynamic) And are you(James) _dual ready-B [you(James) _dual to much suffer [just-like I(Jesus) will much suffer]]?"	Mark
Genesis 32:26	Then the man said to Jacob, ["You(Jacob) (imp) allow [me(man) to go]]. The sun is rising." But Jacob said to the man, ["I(Jacob) will release you(man) [after you(man) bless me(Jacob)]]".	Genesis
Genesis 49:29	Then Jacob said to Jacob's sons, ["I(Jacob) will die soon.] You(sons) (imp) bury my(Jacob's) body in the cave [where people buried the bodies of my(Jacob's) ancestors].  That cave is in the field of Ephron [who was a Hittite].	Genesis
2 Samuel 22:8	The earth shook. And the heavens shook.  The earth and the heavens shook [because God was angry].	2_Samuel
2 Samuel 21:18	Later the Israelites fought the Philistines at Gob.  A man named Sibbekai [who was from Hushah] killed Saph [who was one of Rapha’s descendants].	2_Samuel
Philemon 1:24	Mark, Aristarchus, Demas, and Luke serve God with me(Paul). And Mark, Aristarchus, Demas, and Luke also greet you(Philemon).	Philemon
Daniel 8:23	[After those four kings have ruled the kings' people for some time] people will become very wicked. Then a cruel king will begin to rule the people. That king will cheat people. And that king will be very clever.	Daniel
Genesis 27:41	After this time Esau hated Jacob [because Isaac blessed Jacob instead of Esau]. Esau thought, ["The father of me(Esau) will die soon.] Then I(Esau) will kill Jacob."	Genesis
1 Samuel 15:2	Yahweh-Almighty says, ["[When the Israelites came from Egypt] the Amalekites attacked the Israelites]. So I(Yahweh) will punish the Amalekites.	1_Samuel
Titus 3:5	God did not save us(Paul) [because we(Paul) were good]. And God did not save us(Paul) [because we(Paul) did good things]. But God saved us(Paul) from bad things and death [because God is  merciful]. God saved us(Paul) from bad things and death [by taking away our(Paul's) bad actions from us(Paul)]. God changed us(Paul). And  God caused [us(Paul) to become new people] through the Holy Spirit.	Titus
Matthew 7:16	(literal) You(people) will recognize those people [by looking at the fruit [that those people produce]]. (dynamic) You(people) will know [those people are false prophets] [by thinking about the actions [that those people do]] . (implicit-situational) A person's actions be-U like fruit [that a plant produces]. (norhetorical) Do people pick grapes from wild/thorny bushes? (statement) People do not pick grapes from wild/thorny bushes. (norhetorical) And do people pick figs from wild/thorny plants? (statement) And people do not pick figs from wild/thorny plants.	Matthew
Genesis 47:29	[When Jacob knew [that Jacob would die soon]] Jacob called Jacob's son named Joseph. Then Jacob said to Joseph, ["[If you(Joseph) love me(Jacob)] you(Joseph) (imp) promise me(Jacob) [that you(Joseph) will not bury my(Jacob's) body in Egypt]].  -Footnote An Israelite put the Israelite's hand under the leg of a person [in-order-to the Israelite promise that person [that the Israelite will do a certain thing]].  You(Joseph) (imp) put your(Joseph's) hand under my(Jacob's) leg.	Genesis
Acts 19:25	Then Demetrius called those people [who sell idols [that are made of silver]. And Demetrius said to those people, ["Men., You(men) already know [that we(men) earn much money [by making idols]].	Acts
1 Samuel 4:14	Eli heard [the people crying].  So Eli asked a person, ["Why are the people crying?]" Then that man ran to Eli.	1_Samuel
2 Samuel 14:16	God gave certain property to me(woman) and my(woman's) son.  But a man is trying [to take away that property from us(woman)]. I(woman) thought [that the king might agree with me(woman)]. And I(woman) thought [that the king might protect me(woman) from that man]."	2_Samuel
Nahum 3:14	[Before your(people's) enemies attack you(people),] you(people) (imp) put a lot of water in pots! You(people) (imp) make bricks and mortar! You(people) (imp) repair the walls of Nineveh and the walls of the buildings!	Nahum
Matthew 8:12	(complex) But many _implicit sons of the kingdom-B of heaven will be forced by God _implicitActiveAgent [to leave the kingdom-B _implicit]. (simple) But God will refuse [to accept many _implicit Jews [who should be God's people] [(implicit-situational) and who refused [to accept those people’s king [_descriptive who is God]]]]. (literal) Those people will be sent by God _implicitActiveAgent to the dark place [where people _generic will cry/weep] [and where people _generic will bite those people's teeth because of those people's terrible pain _implicit]. (dynamic) Those people will be sent by God _implicitActiveAgent to the dark place [where people _generic will cry/weep] [and where people _generic will much suffer]."	Matthew
1 Samuel 28:25	Then that woman put that food in-front-of Saul and Saul's servants. And Saul and those men ate that food. Then Saul left that place during the night.	1_Samuel
1 Samuel 7:17	But Samuel always returned to Ramah [where Samuel's house was]. And Samuel also judged the Israelites at Ramah. And Samuel built an altar for Yahweh at Ramah.	1_Samuel
Joshua 19:32	(title) Yahweh gives land to the tribe named Naphtali. [After the Israelites used the lots again] Yahweh gave the sixth region to the tribe named Naphtali. Each group of families [that were in that tribe] received land.	Joshua
Mark 7:34	Jesus looked at the sky. And Jesus breathed loudly/deeply. Then Jesus said to that man, ["Ephphatha !"] This Aramaic _implicit word means [ you(mouth) (imp) become open!]	Mark
Daniel 10:9	Then I(Daniel) heard this man's voice. [While this man talked to me(Daniel)] I(Daniel) lay down [because I(Daniel) was sleepy]. And I(Daniel) put my(Daniel's) face on the ground. And I(Daniel) started to sleep.	Daniel
Mark 11:11	(paragraph) Then Jesus entered Jerusalem. And Jesus went into the temple of the courtyard _implicitType. Jesus looked at all _hyperbolic the things [that were in that place]. Then Jesus went to Bethany with the 12 followers/disciples of Jesus _implicit [because the time was now already evening].	Mark
Matthew 15:7	You(Pharisees) are hypocrites! Isaiah correctly told God's message [that was about you(Pharisees)].	Matthew
1 Samuel 17:51	Then David ran to Goliath. And David stood beside the dead Philistine. Then David pick-up Goliath's sword. And David cut-off Goliath's head with that sword. [When the other Philistines saw [that Goliath was dead]] the Philistines started run-away.	1_Samuel
Nehemiah 7:68	Those people brought 736 horses and 245 mules.	Nehemiah
2 Samuel 13:29	So Absalom's servants killed Amnon.  Those servants obeyed Absalom. Then all of David's sons stood up quickly. And David's sons got on the sons' mules. And David's sons run-away/fled from that place.	2_Samuel
Mark 11:19	(paragraph) [When the time became evening,] Jesus and Jesus's followers/disciples left the city _frameInferable.	Mark
Mark 4:9	(paragraph) Then Jesus said, ["You(people) [who have ears [in-order-to hear things _implicit ]], you(people) (imp) listen to these words"].	Mark
Genesis 24:16	Rebekah was very beautiful.  and Rebekah was a virgin. Rebekah walked to the spring. Then Rebekah filled the jar with water. then Rebekah started walking from the spring to the city.	Genesis
Mark 1:7	And John told/preached this message. John said, ["A person [who is more important than me(John)] will come soon]. [Because I(John) am extremely less good/worthy than that person,] I(John) am not even important enough [in-order-to untie the strings/straps of that person's shoes/sandals].	Mark
Esther 1:21	The king and the other wise men agreed with Memucan. So the king did all of the things [that Memucan said].	Esther
Nehemiah 9:35	[While those people were living in those people’s country/kingdom] those people did not serve you(God). Those people were enjoying the good things [that you(God) gave to those people]. And Those people were enjoying the big and good/fertile land [that you(God) gave to those people]. But those people did not stop doing evil things.	Nehemiah
1 Samuel 18:13	So Saul sent [David to fight the Philistines].  And Saul told [David to lead 1000 soldiers]. So David led those soldiers [whenever those soldiers fought the Philistines].	1_Samuel
Genesis 36:23	Shobal had sons named Alvan, named Manahath, named Ebal, named Shepho, and named Onam.	Genesis
Mark 4:29	Then [when the new grains were ready/ripe,] immediately the man cut the plants with a blade/sickle. For people had started harvesting crops."	Mark
2 Samuel 14:14	All people must die. We(woman) are like water [that a person spills on the ground]. A person is not able [to put that water into the jar again]. But God does not want [to chase-away people from God].  Instead God allows[people to return to God].	2_Samuel
Daniel 12:8	I(Daniel) heard the words [that the angel said]. But I(Daniel) did not understand the words. So I(Daniel) said to the angel, ["My(Daniel's) lord, how will the world end]?"	Daniel
Genesis 3:24	Then God put 2 angels on the eastern side of the garden [in-order-to  prevent [the man from returning to the garden]].  God gave swords to those 2 angels.  Those swords were made of fire.  Those angels guarded the tree [that  has fruit [which causes [people to live forever]]].  After that day God did not allow [people to enter the garden again].	Genesis
Mark 8:23	Jesus held the hand of that man [who was not able [to see]]. And Jesus led that man outside _AdP the village. Then Jesus spit that man's eyes [(implicit-situational) in-order-to heal that man]. Jesus put Jesus's hands on that man of the eyes _implicitType. And Jesus asked that man, ["Are you(man) able [to see things] now _implicit?"]	Mark
Joshua 9:20	But we(Israelites) will do these things to the Gibeonites.  We(Israelites) will let [the Gibeonites live]. [If we(Israelites) were to kill the Gibeonites] God would be angry at us(Israelites). So we(Israelites) will keep the promise [that we(Israelites) made to the Gibeonites].	Joshua
1 Samuel 3:3	And Samuel was lying on Samuel's bed [that was in the tabernacle]. Samuel's bed was near the Ark-of-the-Covenant. God's lamp [that was inside the tabernacle (implicit-info)] was still shining.	1_Samuel
Mark 4:18	And other people are like the ground [that seeds were scattered by the person/farmer _implicitActiveAgent among wild/thorny plants on]. Those people hear the message of God _implicit.	Mark
Genesis 26:35	These 2 women did many evil things. These 2 women caused [Isaac and Rebekah be very sad].	Genesis
2 Samuel 3:23	[When Joab and Joab's army arrived in Hebron] a person said to Joab, ["Abner [who is the son of Ner] came to King David]. But David allowed [Abner to leave].  Abner stopped fighting David and David's soldiers."	2_Samuel
Genesis 9:5	Your(Noah's) blood is important to me(God).  [If a person kills you(Noah)] I(God) will punish that person. [If a wild animal kills you(Noah)] I(God) will punish that animal.  I(God) will punish any person [who kills another person].	Genesis
Genesis 29:22	So Laban had a feast for all the people [who lived in that place].	Genesis
Matthew 20:17	(title) Jesus talks about Jesus's death a third time. _paragraph Jesus was going to Jerusalem. [While Jesus and Jesus's disciples _implicit were traveling,] Jesus take-away the 12 followers/disciples _frameInferable from other people _implicit. And Jesus said to those followers/disciples,	Matthew
Joshua 12:9	The Israelites defeated the king of Jericho and the king of Ai. (Ai was near Bethel.)	Joshua
Joshua 21:36	The tribe named Reuben gave the towns named Bezer and Jahaz to the families [that were Merar’s descendants].	Joshua
Joshua 9:18	But the Israelites did not attack those cities. Previously the Israelites made a treaty with the Gibeonites in-front-of the God of the Israelites named Yahweh. All the Israelites complained about the leaders of the Israelites [who made that treaty].	Joshua
Matthew 9:36	[When Jesus saw the crowds,] Jesus pitied the people _frameInferable [because those people were upset/troubled]. And Jesus pitied the people _frameInferable [because those people much needed [a person to help those people] [just-like sheep [who do not have a shepherd] need a shepherd]].	Matthew
Titus 2:13	We(Paul) hope [that God will give wonderful things to us(Paul)]. We(Paul) will truly be happy because of God. We(Paul) wait [for Jesus Christ to return to the Earth]. Jesus Christ is glorious. Jesus Christ is our(Paul's) God. And Jesus Christ saves us(Paul) from bad things and death.	Titus
Acts 19:11	God gave power to Paul [so that Paul could do special powerful things [that only God is able [to do]].	Acts
Mark 6:36	You(Jesus) (imp) send-A the people _frameInferable from this place [so that those people could go to farms [that are near this place] and villages [that are near this place]]. Then those people will be able [to buy some food [so that those people could eat that food _implicit]]."	Mark
Genesis 7:4	After 7 days I(God) will cause [the weather to be rain].  The weather will be rain for 40 days and for 40 nights.  I(God) will destroy every thing [that  is living on the earth].  I(God) will destroy every thing [that I(God) created]. "	Genesis
Mark 14:48	(paragraph) (norhetorical) Then Jesus asked those people, ["Am I(Jesus) a person [who breaks laws]?] (statement) Then Jesus said to those people, ["I(Jesus) am not a person [who breaks laws]]. (rhetorical) So why did you(people) come with swords and short heavy sticks [in-order-to take-away/arrest me(Jesus)]? (statement) So you(people) should not come with swords and short heavy sticks [in-order-to take-away/arrest me(Jesus)].	Mark
1 Samuel 15:26	But Samuel said to Saul, ["I(Samuel) will not go with you(Saul)]. You(Saul) did not listen to Yahweh’s commands.  So now Yahweh will not let [you(Saul) be the king of Israel]."	1_Samuel
Genesis 9:3	You(Noah) may eat any animal [that moves] and any animal [that lives]. [When Adam lived in the garden] I(God) told Adam [to eat the green plants]. But now I(God) will also allow [you(Noah) to eat any animals].	Genesis
2 Samuel 16:16	Then Hushai [who was David’s friend]went to Absalom. Hushai [who was an Arkite] said to Absalom, ["I(Hushai) hope [that my(Hushai’s) king will live for many years]!"]	2_Samuel
Ruth 1:11	But Naomi said, ["No]. My(Naomi's) daughters, you(daughters) (imp) return to your(daughters in law's) houses. You(daughters) (imp) do not come with me(Naomi). I(Naomi) will not be able [to care for you(daughters in law)]. I(Naomi) will not be able [to give new husbands to you(daughters in law)] [because I(Naomi) will not be able [to give birth to more sons]].	Ruth
2 Samuel 7:11	[After I(Yahweh) chose/appointed leaders/judges for the Israelites], wicked people continued attacking the Israelites. But I(Yahweh) will cause [your(David’s) enemies to stop attacking you(David)]. And I(Yahweh) will also cause [your(David's) descendants to become kings of Israel]. [After you(David) die], your(David's) descendants will continue ruling the Israelites.	2_Samuel
Nehemiah 10:32	God commanded [us(people) to give silver -Quantity 4 grams one-third of a shekel in each year [so that people could take care of the house of our(people's) God]].  We(people) will obey that command. (footnote) The house of God is the temple.	Nehemiah
Genesis 2:20	So Adam named all the animals.  Adam named the livestock, the birds and the wild animals.  But Adam did not see an animal [that was able to help Adam].	Genesis
Matthew 19:29	And a person [who left that person's house, that person's brothers, that person's sisters, that person's father, that person's mother, that person's wife, that person's children, or that person's field because of me(Jesus)] will receive 100 times-B the amount of things-A [that that person left]. (literal) And that person will receive/inherit eternal life. (dynamic) And that person will live forever with God _implicit.	Matthew
Joshua 12:12	The Israelites defeated the king of Eglon and the king of Gezer.	Joshua
Esther 4:5	Then Esther called a man named Hathach. Hathach was a man [that did not have testicles]. Hathach cared for Esther. Esther commanded [Hathach to talk to Mordecai]. Esther told [Hathach to ask Mordecai, ["why are you(Mordecai) sad?]"]	Esther
Joshua 21:31	And the tribe named Asher also gave the towns named Helkath and Rehob to those families. So the tribe named Asher gave four towns to the families [that were Gershon’s descendants]. And the tribe named Asher also gave the fields [that were near those 4 towns] to those families.	Joshua
Matthew 7:28	(paragraph) [After Jesus said those words,] the crowd was surprised/amazed because of the things [that Jesus was teaching].	Matthew
Matthew 21:32	For [even-though John the Baptist came to you(priests) [in order to explain-how [to become good/righteous]],] you(priests) did not believe John the Baptist of the message _metonymy. But the tax collectors and the prostitutes believed John the Baptist of the message _metonymy. And [after you(priests) saw-C [those tax collectors and those prostitutes repented ],] you(priests) still refused [to repent] [and to believe John the Baptist of the message _metonymy]."	Matthew
Genesis 32:5	I(Jacob) have cattle, donkeys, sheep, goats, male servants and female servants. I(Jacob) sent these messengers to you(Esau) [in-order-to I(Jacob) ask you(Esau) [to act kindly to us(Jacob)]]""".	Genesis
Mark 5:12	The spirits said/beg-A to Jesus, ["You(Jesus) (imp) send us(spirits) into those pigs [so that we(spirits) could enter those pigs]"].	Mark
Genesis 17:25	And Abraham's son named Ishmael was 13 years old [when Abraham circumcised Abraham’s son].	Genesis
Joshua 12:22	The Israelites defeated the king of Kedesh and the king of Jokneam [which was in Carmel].	Joshua
Genesis 15:12	[While the sun was setting] Abram began to sleep. [While Abram was sleeping] Abram dreamed [that the weather became dark]. So Abram was very afraid.	Genesis
Esther 9:27	So the Jews decided [that the Jews and the Jews' children must celebrate on these two days every year]. People [who became Jews] must also celebrate on these two days every year. All the Jews must have feasts on these two days.	Esther
2 Samuel 11:5	But Bathsheba became pregnant. So Bathsheba sent a messenger to David. That messenger told David [that Bathsheba was pregnant].	2_Samuel
