reference	verse	book
Mark 15:25	(paragraph) (literalunits) The time was the 3rd hour [when those soldiers put Jesus on a cross [so that Jesus would die]]. (modernunits) The time was 9AM [when those soldiers put Jesus on a cross [so that Jesus would die]].	Mark
Mark 7:36	(paragraph) (implicit-situational) Jesus and that man returned to the crowd. Then Jesus commanded the people _frameInferable [the people not to tell-C people _otherPeopleNounIndex about this event _implicit]. But [whenever Jesus commanded those people [those people not to tell-C people _otherPeopleNounIndex about this event ]] those people told-C people _otherPeopleNounIndex about the event more .	Mark
Matthew 25:14	(title) Jesus tells a story/parable [that is about bags of gold]. _paragraph I(Jesus) will tell you(followers) another story/parable _implicitNecessary [that (implicit-situational) is about the events [that will happen [when the Son-of-Man _1stAs3rd returns]]]. A man was planning [to go to a country [that was far from that man's country _implicit]]. So that man called-A that man's servants-B. And that man gave/entrust that man's wealth to those servants-B [so that those servants-B would manage that man's wealth for that man].	Matthew
Nehemiah 7:64	The priests searched for the books [that told about those men’s families]. But those men were not able [to find those books]. So those men were not clean.  And the other priests did not allow [those men to be priests].	Nehemiah
1 Samuel 2:7	Yahweh causes [certain people to become poor].  But Yahweh also causes [certain people to become rich]. Yahweh causes [certain people to become humble].  But Yahweh also causes [certain people to become great].	1_Samuel
1 Samuel 25:38	After 10 days Yahweh killed Nabal.	1_Samuel
Genesis 26:31	Early the next morning Isaac made a treaty with Abimelech. Then the 3 men were happy.  And the 3 men returned to Gerar.	Genesis
Mark 11:8	Many people put those people's coats/cloaks on the road in-front-of Jesus _implicit [(implicit-situational) in-order-to honor-A Jesus]. And other people cut branches from trees _implicit in the fields. And those people put those branches on the road [(implicit-situational) in-order-to honor-A Jesus].	Mark
1 Samuel 10:22	So the people asked Yahweh, ["Did Saul come to this place]?" Yahweh said, ["Yes]. Saul is hiding behind some bags."	1_Samuel
1 Samuel 17:41	And Goliath started walking toward David. The soldier [who carried Goliath’s shield] walked in-front-of Goliath.	1_Samuel
Mark 14:49	I(Jesus) was with you(people) every day [when I(Jesus) was teaching-B God's message _implicit to people _generic _implicit in the temple of the courtyard _implicitType]. And you(people) did not take-away/arrest me(Jesus) [(implicit-situational) even-though you(people) were able [to take-away/arrest me(Jesus) easily at that time]]. But the Scriptures [(implicit-situational) that are about me(Jesus)] must happen/be-fulfilled."	Mark
1 Samuel 30:24	No people agree with the things [that you(men) are saying]. Each man will receive the same things. The men [who stayed with our(David's) food and our(David's) animals] will receive the same things [that the men [who fought the Amalekites] will receive]. We(David) will share all of these things with each other."	1_Samuel
Acts 21:24	You(Paul) go (imp) with these men to the temple. And pay (imp) the priest for the sacrifice. Then you and these men do the things [that Moses' law says] [so that you and these men will become acceptable to God]. Then these men can cut off these men's hair. Then all people will know [that these messages [that are about you(Paul)] are not true.] And all people will know [that you(Paul) obey Moses' law.]	Acts
Genesis 30:26	You(Laban) (imp) allow [me(Jacob) to take my(Jacob's) wives and my(Jacob's) children]. I(Jacob) worked hard for you(Laban) for many years.  Thus you(Laban) must allow [me(Jacob) to leave now]."	Genesis
Matthew 25:16	(literalunits) The servant-B [who received 5 talents] immediately left. (modernunits) The servant-B [who received the 5 bags] immediately left. (literalunits) And that servant-B used those 5 talents [in order to earn 5 more talents]. (modernunits) And that servant-B used that gold [in order to earn 5 more bags of _quantity gold].	Matthew
Joshua 13:3	And you(Joshua) still must defeat the people [who are living between the river-Shihor and Ekron]. The river-Shihor is on the eastern side of Egypt.  And Ekron is in the northern region.  The Canaanites own those places. But five Philistine men are ruling those places.  Those five Philistine men are living in Gaza, Ashdod, Ashkelon, Gath, and Ekron. You(Joshua) must also defeat the Avvites.	Joshua
Matthew 21:8	Very many people put those people's coats on the road in-front-of Jesus _implicit [(implicit-situational) in-order-to honor-A Jesus]. And other people cut branches from trees. And those people put those branches on the road [(implicit-situational) in-order-to honor-A Jesus].	Matthew
2 Samuel 20:24	A man named Adoniram was the boss of the king’s servants. A man named Jehoshaphat wrote about all of the things [that the king did].  Jehoshaphat was Ahilud’s son.	2_Samuel
Genesis 35:19	Israel buried Rachel's body near the road. Israel was traveling on this road to Ephrathah. Ephrathah is another name of Bethlehem.	Genesis
Matthew 6:22	(paragraph) (literal) The eye be-X the body’s lamp. (dynamic) A person's eyes be-U like a light-C [that shines inside that person's thoughts]. (literal) Therefore [if your(person's) eyes are good,] your(person’s) whole body will be full of light. (dynamic) Therefore [if your(person's) eyes are good,] all of your(person’s) thoughts are good _morally. (footnote) In those days, people thought [a person's eyes showed that person's mind].	Matthew
Genesis 33:10	But Jacob said, ["No!] [If I(Jacob) pleased you(Esau)] you(Esau) (imp) accept the gift [that I(Jacob) give to you(Esau)]. I(Joseph) am very happy [because I(Jacob) see you(Esau) again]. Your(Esau's) face is like the face of God [because you(Esau) are happy [to see me(Jacob)]].	Genesis
Daniel 8:17	So Gabriel came near me(Daniel). But I(Daniel) was very afraid. So I(Daniel) fell down. Then Gabriel said to me(Daniel), ["You(Daniel) are a man]. But you(Daniel) must understand this vision. This vision is about the end of time."	Daniel
Matthew 15:10	_paragraph Jesus asked the crowd [ to come to Jesus]. Then Jesus said, ["You(people) (imp) listen to me(Jesus) _implicit]. And you(people) (imp) understand the thing-C _implicit [that I(Jesus) am saying].	Matthew
Acts 3:16	And this man [who was not able [to walk]] trusted in the name of Jesus. You(people) see this man. And you(people) know this man. This man became strong. The name of Jesus and the faith [that Jesus gave to this man] caused [this man to become healthy]. This man is in-front-of all of you(people). And this man is healthy.	Acts
Ruth 3:14	So Ruth lay near Boaz's feet until the morning. [While the sky was still too dark [so that people could not recognize each-other(people)]] Ruth got up. Then Boaz said, ["People must not know [that a woman came to the place [that people separate grain from plants at]]]."	Ruth
Matthew 9:20	_paragraph At-that-time a woman [who bled continuously for 12 years] [and who (implicit-situational) was still bleeding at that time] came to Jesus. [When that woman was behind Jesus,] that woman touched the edge of Jesus's clothes.	Matthew
Matthew 16:12	Then the followers/disciples understood [Jesus was not telling those followers/disciples [to watch-out for the yeast [that is used by people _implicitActiveAgent in bread]]]. Instead, Jesus was telling those followers/disciples [to watch-out for the things [that the Pharisees and the Sadducees were teaching people _implicit]].	Matthew
2 Samuel 14:24	But King David said, ["Absalom must go to Absalom's house]. Absalom must not see me(David)." So Absalom went to Absalom's house. And Absalom did not see the king.	2_Samuel
Genesis 39:17	Then the wife told the same story to the wife's husband. The wife said, ["The Hebrew slave [that you(husband) brought into this house] wants [to embarrass me(wife)]]!	Genesis
Jonah 4:5	Jonah left the city. And Jonah went to a place [that was on the eastern side of the city]. And Jonah put some branches above Jonah’s head.  Then Jonah sat down in the branches’ shadow. And Jonah waited. Jonah watched the city [because Jonah hoped [that God would destroy the city]].	Jonah
Genesis 17:19	But God said, ["Ishmael is not the son [that I(God) promised [to give you(Abraham)]]]. Your(Abraham's) wife named Sarah will birth a son. and you(Abraham) will name the son Isaac. -Footnote Isaac means to laugh. I(God) will make this covenant with Isaac.  This covenant will exist forever.  I(God) will make this covenant with all Isaac's descendants.	Genesis
Daniel 10:1	[When Cyrus had been the king of Persia for about three years] God showed another vision to Daniel. Daniel's name was also Belteshazzar. This vision was true. This vision was about a great war. And Daniel understood this vision.	Daniel
Genesis 38:19	[When Tamar returned to Tamar's house] Tamar took off the veil [that covered Tamar's face]. Then Tamar put on the clothes [that widows wear].	Genesis
Genesis 43:28	The brothers answered, ["Our(brother's) father [who is your(Joseph's) servant] is still living]. And Our(brothers') father is healthy."   Then the brothers bowed to Joseph again [in-order-to show Joseph [that the brothers respected Joseph]].	Genesis
Genesis 5:11	Therefore Enosh lived for 905 years.  Then Enosh died.	Genesis
Matthew 28:1	(title) Jesus becomes alive again. _paragraph After the seventh day of the week _significantTime [when the sun started to rise on the first day of the week,] Mary-Magdalene and the other Mary went to the hole/tomb [that (implicit-situational) Jesus's body was in] [in order to look at that hole/tomb].	Matthew
Mark 10:39	(paragraph) James and John said to Jesus, ["We(James) _excl are able [to do these things [(implicit-situational) just-like you(Jesus) will do these things]]"]. (paragraph) Jesus said to James and John, ["(literal) You(James) _dual certainly will drink the bitter-B drink _implicit from the cup [that I(Jesus) drink that drink _implicit from]]. ["(dynamic) The hard-B things-B [that will happen to me(Jesus)] will certainly happen to you(James) _dual]. (literal) And you(James) _dual certainly will be washed/baptize by people _implicitActiveAgent with the terrible _implicit things [that I(Jesus) will be washed/baptized by people _implicitActiveAgent with]. (dynamic) And you(James) _dual certainly will much suffer [just-like I(Jesus) will much suffer].	Mark
Joshua 10:29	(title) The Israelites defeat the people [who live in the southern region]. Then Joshua and all of the Israelites traveled from Makkedah to Libnah.  And the Israelites attacked that city.	Joshua
Joshua 20:5	But a relative of the person [that the man killed] might chase that man to that city.  Then the leaders of the city must not allow [the relative to kill that man]. The leaders must protect that man from the relative. The leaders must protect that man [because that man did not want [to kill that person]]. That man was not angry at the person. And that man did not plan [to kill that person].	Joshua
Mark 12:37	King _implicit David _emphasized called the Christ master/Lord-C. So how is the Christ able [to be King _implicit David's son/descendant]? (implicit-situational) The Christ must be greater than King _implicit David." (paragraph) And the big crowd _frameInferable enjoyed [big crowd listening to Jesus].	Mark
Genesis 9:23	Then Shem and Japheth brought a coat to Noah’s tent. and Shem and Japheth carried the coat into the tent. Shem and Japheth covered Noah with the coat. But Shem and Japheth did not look at Noah [who was not wearing clothes].	Genesis
2 Samuel 12:30	David took that king's crown from the king's head.  Then David's soldiers put that crown on David's head. That crown was made of gold. And that crown weighed about 34 kilograms. There were many expensive gems on that crown. David and the soldiers took many valuable things from that city.	2_Samuel
Genesis 25:31	But Jacob said, [“I(Jacob) will trade this food for all the things [that you(Esau) will inherit from our(Jacob's) father]”.]	Genesis
2 Samuel 13:22	And Absalom did not talk to Amnon. Absalom did not say good things or bad things to Amnon. Absalom hated Amnon [because Amnon sexed/raped Absalom's sister named Tamar].	2_Samuel
Nehemiah 5:11	You(leaders) (imp) immediately give those people's fields, those people's gardens of grapes, those people's gardens of olive trees, and those people's houses to those people.  And you(leaders) (imp) also give to those people the extra money [that you(leaders) took from those people], the extra grain [that you(leaders) took from those people], the new wine [that you(leaders) took from those people], and the oil-olive [that you(leaders) took from those people]."	Nehemiah
Philemon 1:5	I(Paul) thank God [because I(Paul) heard good news [that is about you(Philemon)]]. I(Paul) heard [that you(Philemon) continue trusting Jesus [who is Lord]]. And I(Paul) heard [that you(Philemon) continue loving God and God's special people].	Philemon
Matthew 26:49	[After (implicit-subaction) Judas and those people arrived at that place,] Judas immediately went to Jesus. And Judas said, ["Rabbi, I(Judas) greet you(Jesus)."] And Judas kissed Jesus.	Matthew
Mark 2:3	Some people came to that house _implicit. Those people brought a man [who was not able [to move that man's legs]] to Jesus. That man was carried by 4 people.	Mark
Mark 1:24	["Jesus of Nazareth, why (rhetorical) are you(Jesus) annoying/bothering us(spirits) _excl?] ["Jesus of Nazareth, you(Jesus) (statement) (imp) do not bother us(spirits) _excl]. Did you(Jesus) come here [in-order-to destroy us(spirits) _excl]? I(spirit) know [you(Jesus) are God’s special/holy person]!"	Mark
Acts 20:24	But I(Paul) think [that my(Paul's) life is not important]. I(Paul) only want [to complete every work [that the Lord Jesus commands me(Paul) to do]], like a person [who runs well in a competition]]]. The work [which the Lord Jesus commanded [me(Paul) to do]] is telling people about the Good News [that God is kind to people].	Acts
Genesis 31:33	So Laban looked for the idols in Jacob's tent, in Leah's tent, and in the tent [where the two female slaves were]. but Laban did not find the idols. [After Laban left Leah's tent] Laban went into Rachel's tent.	Genesis
Genesis 3:22	Then God said, ["This man has become like us(God).]  This man knows the things [that are good] and the things [that are evil].  We(God) must prevent [this man from eating the fruit [that causes [people to live forever]]].  [If the man eats that fruit] the man will live forever."	Genesis
Jonah 3:8	But people and animals must put on sackcloth clothes. And all of you(people) must cry out to God wholeheartedly. You(people) (imp) stop doing evil things. And you(people) (imp) do not hurt other people.	Jonah
Matthew 12:18	_paragraph Isaiah _implicitNecessary wrote _implicitNecessary, ["You(people) (imp) listen/behold]. This person is my(God's) servant-A [whom I(God) chose]. (complex) This person is the person [whom I(God) love] [and who pleases my(God's) soul]. (simple) This person is the person [whom I(God) love] [and who pleases me(God)]. I(God) will put my(God's) Spirit on this person. And this person will tell/proclaim to the nations [that things-D will be fair/just].	Matthew
1 Samuel 2:36	Then all of the people [who are in your(Eli's) family] will bow to that priest. And those people will beg [that priest to give money and food to those people]. Those people will say/plead, ["You(priest) (imp) allow [me(person) to become a priest [so that I(priest) could have food]]]."""	1_Samuel
Genesis 47:7	Then Joseph brought Joseph's father named Jacob to the king.  Joseph introduced Jacob to the king.  Then Jacob blessed the king.	Genesis
2 Samuel 24:11	[Before David got up in the next morning] Yahweh spoke to Gad. Gad was a prophet.	2_Samuel
Joshua 18:8	So the men [that the tribes chose] started traveling through the regions. Those men wrote reports [that were about the land]. Joshua told those men, ["(imp) You(men) travel through the regions]. And (imp) you(men) look at the land. And (imp) you(men) describe the land. Then (imp) you(men) return to me(Joshua). Then I(Joshua) will ask [Yahweh to give land to each tribe]. We(Israelites) will throw lots [in-order-to choose the land [that each tribe will receive]]."	Joshua
Matthew 9:19	Jesus get-up. And Jesus went with that leader to that leader's house _implicit. And Jesus's followers/disciple also went to that place _implicit.	Matthew
Mark 15:41	[When Jesus was in Galilee previously _implicit,] these 3 women followed-A Jesus. And these 3 women cared for Jesus. Many other women [who came to Jerusalem with Jesus] were also at that place [(implicit-situational) where the soldiers put Jesus on a cross].	Mark
Nehemiah 6:13	Tobiah and Sanballat paid money to Shemaiah [so that Shemaiah would scare/intimidate me(Nehemiah)]. Tobiah and Sanballat thought [that I(Nehemiah) would do a bad thing/sin]. Then Tobiah and Sanballat will tell people about the bad thing [that I(Nehemiah) did] [so that people would not respect me(Nehemiah)].	Nehemiah
Joshua 6:17	We(Israelites) will give this city and all of the things [that are in this city] to Yahweh. So you(people) (imp) destroy this city and all of the things [that are in this city]. But (imp) you(people) do not kill Rahab or the people [who are in Rahab's house]. Rahab [who is a prostitute] hid the 2 spies [that we(people) sent to this city]. So we(people) will not hurt Rahab or Rahab's family.	Joshua
Joshua 22:4	Now your(soldiers') God named Yahweh is letting [the other Israelites rest]. Previously Yahweh promised [that we(Israelites) would rest]. Therefore you(soldiers) may return to your(soldiers') houses. So (imp) you(soldiers) return to the land [that Moses gave to you(soldiers)]. Your(soldiers') land is on the eastern side of the Jordan River.	Joshua
Ruth 2:16	And you(men) pull-out some plants/stalks from the grain/barley [that you(men) cut/harvested].  And you(men) (imp) drop those plants/stalks on the ground [so that Ruth could pick those plants/stalks up]. And you(men) do not tell/scold [Ruth to stop gathering that grain/barley].	Ruth
Matthew 25:34	_paragraph Then the king _1stAs3rd will say to the people [who are on the king's _1stAs3rd right side], ["You(people) [ _descriptive whom my(king's) Father does good things for], you(people) (imp) come]. You(people) (imp) receive/inherit the country/kingdom-A [ which was prepared-C for you(people) by God _implicitActiveAgent [since God _implicitNecessary made/create the world]].	Matthew
Joshua 21:5	The Israelites also gave 10 towns to the other families [that were descendants of Kohath]. Those towns were in the regions [that the tribes named Ephraim and Dan owned] and also in the region [that half of the tribe named Manasseh owned].	Joshua
Genesis 47:20	Thus Joseph bought all the land [that was in Egypt] for the king. All the people [who lived in Egypt] sold the people's land to Joseph [because all the people were very hungry]. Thus the king owned all the land [that was in Egypt].	Genesis
1 Samuel 4:15	At that time Eli was 98 years old. And Eli was not able [to see things].	1_Samuel
2 Samuel 20:12	Amasa's body was in the middle of the road. And Amasa’s blood covered Amasa’s body. That man saw [that each soldier stopped walking [in order to look at that body]]. So that man moved/dragged Amasa’s body from the road to a field. Then that man put a coat on that body.	2_Samuel
2 Samuel 22:33	God gives strength to me(David).And God protects me(David).	2_Samuel
Nehemiah 7:33	52 men [that were from the other city named Nebo] returned.	Nehemiah
Genesis 22:13	Then Abraham saw a male sheep.  The sheep's horns were in a bush. and the sheep was not able [to run]. So Abraham walked to the sheep. and Abraham killed the sheep. Then Abraham burned the body of the sheep [in order to give an offering to God]. Thus God saved Abraham's son.	Genesis
Genesis 11:16	[When Eber was 34 years old] Eber had a son named Peleg.	Genesis
1 Samuel 22:15	I(Ahimelek) prayed to God for David many times. You(king) (imp) do not accuse [me(Ahimelek) or my(Ahimelek's) father’s family of planning [to kill you(king)]]. I(Ahimelek) am your(Saul's) servant. And I(Ahimelek) did not know [that a person wants [to kill you(Saul)]]."	1_Samuel
2 Samuel 22:48	Yahweh is the God [that defeats my(David's) enemies].    God causes [me(David) to rule many nations].	2_Samuel
2 Samuel 16:15	At that time Absalom, and other people[who lived in Israel]came to Jerusalem. And Ahithophel was with Absalom.	2_Samuel
1 Samuel 23:11	Will the people [who are living in Keilah] allow [Saul to kill me(David)]? Will Saul come to Keilah? Yahweh, you(Yahweh) are the God of Israel.  So you(Yahweh) (imp) please answer these questions. I(David) am your(Yahweh's) servant." Then Yahweh said, ["Saul will come to this place."]	1_Samuel
1 Samuel 1:10	Hannah was very sad. So Hannah cried much. And Hannah prayed to Yahweh.	1_Samuel
Matthew 15:38	The number of men [who ate the bread _implicit and the fish _implicit] was about 4000. And women and children also ate the bread _implicit and the fish _implicit.	Matthew
Genesis 13:18	So Abram moved Abram's tents to the place [that is close to the big trees [that belonged to Mamre]]. Mamre lived near the city named Hebron. Abram built an altar for Yahweh at that place.	Genesis
Genesis 36:41	Oholibamah, Elah, and Pinon were also leaders of the Edomites.	Genesis
1 Samuel 15:9	Saul and Saul's soldiers allowed [Agag to live]. And Saul also allowed [the best sheep, the best cows, and the best lambs to live].  Saul and the soldiers did not destroy the strong animals. But Saul and the soldiers killed all of the weak animals.	1_Samuel
Matthew 5:23	(paragraph) Perhaps you(person) are giving/offer your(person's) gift to God _implicit at the altar. But [while you(person) are at that structure/altar] you(person) remember [that your(person's) friend/brother-D or sister _Dimplicit is angry with you(person)].	Matthew
1 Samuel 10:6	Then the Spirit of Yahweh will enter you(Saul).  And you(Saul) will say the words of Yahweh with those prophets. Then God will change you(Saul) into a different man.	1_Samuel
Genesis 33:17	But Jacob went to Succoth. And Jacob built a house for Jacob's family. and Jacob built shelters for Jacob's animals. So the people call that place Succoth. -Footnote Succoth means shelters.	Genesis
Genesis 24:58	So the mother and the brother called Rebekah. and the mother and the brother asked Rebekah, ["Do you(Rebekah) want [to leave with this man now]?"]  Rebekah answered, ["Yes, I(Rebekah) want [to leave now]]."	Genesis
Genesis 20:13	[After God told me(Abraham) [to leave my(Abraham's) father's house]] I(Abraham) told Sarah, ["[When we(Abraham) travel to different places] you(Sarah) (imp) tell people [I(Abraham) am your(Sarah's) brother]"]".	Genesis
Genesis 39:4	So Potiphar was very pleased with Joseph. Potiphar asked Joseph [to care for all the things [that were in Potiphar's house]].  Potiphar trusted Joseph completely.	Genesis
Acts 21:31	[While those people tried [to kill Paul]], the man [who ruled the Roman soldiers] heard [that all the people [who was in the city named Jerusalem] were very angry].]	Acts
Joshua 13:16	Moses gave the following regions and towns to the families [that were in the tribe named Reuben]. Moses gave the land [that was between Aroer, the town [that was in the middle of the valley-Arnon], and the plain named Medeba] to the families [that were in the tribe named Reuben].  Aroer was at the side of the valley-Arnon.	Joshua
2 Samuel 22:49	Yahweh frees me(David) from my(David's) enemies. You(Yahweh) caused [me(David) to rule the people [who fought me(David)]].    You(Yahweh) saved me(David) from men [that hurt people].	2_Samuel
Nehemiah 6:8	So I(Nehemiah) sent a message to Sanballat. That message said, ["The things [that you(Sanballat) are saying] are not happening]. You(Sanballat) are saying things [that are false]."	Nehemiah
Nehemiah 4:13	So I(Nehemiah) told [men to stand at the lowest parts of the wall and at the places [that holes were in the wall at]]. Those men had swords, spears, and bows [so that those men could protect/guard the families [that were working at those places]].	Nehemiah
Matthew 27:35	[After the soldiers hang-C Jesus on the cross,] the soldiers divided Jesus's clothes. The soldiers used sticks/lots [in order to choose-A the soldier [that will get each piece of Jesus's clothes]].	Matthew
2 Samuel 6:4	God's Ark of the Covenant was on that wagon. And Ahio was walking in front of that wagon.	2_Samuel
Daniel 5:31	Then a man named Darius became the king of Babylon. Darius came from a country named Media. Darius was 62 years old [when Darius became the king of Babylon].	Daniel
Nehemiah 12:39	We(Nehemiah) went over the gate-Ephraim, over the gate-Jeshanah, and over the gate-Fish. We(Nehemiah) went past the tower-Hananel and past the tower-Hundred to the gate-Sheep. And the people stopped walking at the gate-Guard.	Nehemiah
Matthew 27:24	_paragraph Pilate saw [Pilate was not succeeding]. Instead, people were starting to become violent. So Pilate got water. And Pilate washed Pilate's hands with that water _implicit in front of the crowd [in order to (implicit-cultural) show the crowd [Pilate was not responsible for Jesus's death]]. Pilate said, ["I(Pilate) am not guilty]. This man will not die because of me(Pilate). You(people) are responsible for this man's death."	Matthew
Joshua 18:28	And the tribe named Benjamin owned the towns named Zelah, Haeleph, Jerusalem, Gibeah, and Kiriath. Therefore the tribe named Benjamin owned 14 towns. And the tribe named Benjamin also owned all of the villages [that were near those towns]. Yahweh gave all of that land to the tribe named Benjamin.	Joshua
Nehemiah 3:21	A man named Meremoth repaired the next part of the wall. Meremoth was a son of Uriah [who was a son of Hakkoz]. That part of the wall led from the door of Eliashib’s house to the end of that house.	Nehemiah
Genesis 34:17	But [if you(Shechem) refuse [to be circumcised by a person]] we(sons) will take the sister of us(sons) from you(Shechem).  And we(sons) will leave you(Shechem)."	Genesis
Matthew 10:7	[When you(disciples) go to people _implicit,] you(disciples) (imp) tell/proclaim the following message to people _implicit. You(disciples) (imp) say, [(complex) "The kingdom-B of heaven is here"] [(simple) "God is here [in order to rule you(people)]"].	Matthew
2 Samuel 12:5	[After David heard that story], David became very angry at that rich man. David said to Nathan, ["The man [who killed that poor man's sheep]must die!]	2_Samuel
2 Samuel 4:1	(title) Rekab and Baanah kill/murder Ish-Bosheth. Ish-Bosheth [who  was Saul's son] heard [that Joab killed Abner in Hebron]. Then Ish-Bosheth became very afraid.  And all of the people [that were living in Israel] started worrying.	2_Samuel
Daniel 3:7	So [when the people heard the sound of instruments] the people did all the things [that the official said]. All the people bowed to the statue. The people worshiped the gold statue [that king Nebuchadnezzar had made].	Daniel
Matthew 13:39	And the enemy [who plants those plants/weeds] is Satan. The time [when people gather/harvest grains] is the end of this period of time. And the people [who gather/harvest grains] are angels. (implicit-situational) Those servants/angels gather people.	Matthew
Acts 16:22	Then the crowd also yelled at Paul and Silas. And the Roman officials ordered [people to take off Paul and Silas' clothes]. And the Roman officials also ordered [people to beat Paul and Silas].	Acts
Nehemiah 12:32	Hoshaiah and half of the leaders of Judah followed that group/choir.	Nehemiah
Nehemiah 7:16	628 men [that were from Bebai] returned.	Nehemiah
2 Samuel 12:27	So Joab sent messengers to David. Joab said, ["I(Joab) am fighting the people [who live in Rabbah]]. And I(Joab) defeated/captured the soldiers [who were guarding the place [that the people get water at]].  So now (implicit-info) these people do not have water.	2_Samuel
Genesis 29:8	But the shepherds said, ["We(shepherds) will not give water to the sheep [until the 3 groups of sheep are at the well]]. Then we(shepherds) will move the stone from the top of the well [so-that we(shepherds) could give water to the sheep]."	Genesis
Joshua 15:39	And the tribe named Judah owned the towns named Lachish, Bozkath, and Eglon.	Joshua
Genesis 31:10	One day the animals were sex each-other(animals). I(Jacob) dreamed [that only male goats [that had black marks or stripe] sex the female goats].	Genesis
Genesis 31:22	days later Laban find-out [that Jacob and Jacob's family left].	Genesis
Mark 1:15	Jesus said, ["The time [that God (implicit-situational) chose] arrived]. God's kingdom (literal) is near you(people). (dynamic) God is here [in-order-to rule you(people) _implicit]. God. You(people) (imp) change your(people's) thoughts and your(people's) actions [so that your(people's) thoughts and your(people's) actions please God]. And you(people) (imp) believe the Good-News."	Mark
Daniel 1:12	Daniel said to the guard, ["You(guard) (imp) please test the king's servants for ten days]. You(guard) (imp) give only vegetables and water to us(servants).  You(guard) (imp) give the king's food and the king's wine to the other young men.	Daniel
Genesis 10:32	All these people were descendants of the sons of Noah. All the people [that moved to places around the earth] are descendants of these sons of Noah. These people became the different nations.	Genesis
Nehemiah 9:21	For 40 years you(Yahweh) cared for your(Yahweh’s) people in the desert/wilderness. Your(Yahweh’s) people had all of the things [that your(Yahweh’s) people needed]. The clothes of your(Yahweh’s) people did not become thin/wear out. And those clothes did not have holes. And the feet of your(Yahweh’s) people did not become sore/swollen.	Nehemiah
Matthew 5:7	People [who are kind/merciful to other people _implicit] are blessed by God _implicitActiveAgent. (literal) For those people will receive mercy from God _implicit. (dynamic) For God will be kind/merciful to those people .	Matthew
Genesis 41:55	[When the people [who lived in Egypt] became hungry] the people asked [the king to give food to the people]. Then the king said to the Egyptians, ["You(Egyptians) (imp) go to Joseph]. You(Egyptians) obey Joseph.  Joseph will care for you(Egyptians)."	Genesis
Jonah 1:17	Jonah (title) prays to Yahweh. Yahweh sent a very big fish [in order to swallow Jonah]. Jonah was inside that fish's stomach for three days and three nights.	Jonah
Joshua 19:33	The border of this region started at Heleph and the large tree [that was near Zaanannim]. Then the border went to Adami-Nekeb and Jabneel. Then the border went to Lakkum. Then the border went to the Jordan River.	Joshua
Joshua 6:26	Then Joshua said to the Israelites, ["Yahweh will punish a person [who tries [to build this city again]]]. [If a man starts building this city] Yahweh will kill the oldest son of the man. And [if a man finishes building this city] Yahweh will kill the youngest son of the man."	Joshua
Mark 6:55	Those people ran throughout that whole region. And those people started carrying sick people [that were on beds/mats] to every place [that those people heard [Jesus was at]].	Mark
1 Samuel 26:11	But I(David) certainly will not hurt the king [that Yahweh chose]. You(Abishai) (imp) pick-up the spear and the jar [that are near Saul’s head]. Then let us(David) go."	1_Samuel
Genesis 24:46	Rebekah said, ["Master, you(servant) (imp) drink this water."] Then Rebekah quickly moved the jar from Rebekah's shoulder to Rebekah's hip. and Rebekah allowed [me(servant) to drink some water]. and Rebekah also said, ["I(Rebekah) will also pour some water into the trough [so that your(servant's) camels may drink water]."]  So I(servant) drank the water.  and Rebekah also poured water into the trough [so that my(servant's) camels could drink water].	Genesis
1 Samuel 22:23	You(Abiathar) (imp) stay with me(David). And you(Abiathar) (imp) do not be afraid. The man [that wants [to kill you(Abiathar)]] also wants [to kill me(David)]. So [if you(Abiathar) stay with me(David)] I(David) will protect you(Abiathar)."	1_Samuel
Genesis 30:15	But Leah said, ["You(Rachel) take-away my(Leah's) husband.] Now you(Rachel) want [to take-away the mandrakes of my(Leah's) son!]" But Rachel said to Leah, ["[If you(Leah) give the mandrakes of your(Leah's) son to me(Rachel)] you(Leah) may sex Jacob tonight."]  So Leah gave the mandrakes to Rachel.	Genesis
1 Samuel 30:2	The Amalekites took all of the women and all of the other people [who were in that city]. The Amalekites took the young people and the old people.  But the Amalekites did not kill those people. Instead the Amalekites take away those people from Ziklag.	1_Samuel
Genesis 19:38	The younger daughter also birthed a son.  That daughter named the daughter's son Ben-Ammi. Ben-Ammi is the ancestor of the Ammonite [who are still living today].	Genesis
Joshua 9:26	So Joshua saved the Gibeonites from the Israelites. And the Israelites did not kill the Gibeonites.	Joshua
Acts 21:40	Then the man [who ruled the soldiers] allowed [Paul to speak to those people]. So Paul stood on those stairs. And Paul waved Paul's arms [so that the people would stop talking]. [After the people stopped talking], Paul talked to the people in the Jews’ language called Aramaic.	Acts
2 Samuel 7:4	But during that night Yahweh spoke to Nathan.	2_Samuel
Genesis 46:3	Then God said, ["I(God) am God.] I(God) am the God of your(Jacob's) father. You(Jacob) (imp) do not be afraid [to go to Egypt] [because I(God) will bless your(Jacob's) descendants].  Your(Jacob's) descendants will become a great nation in Egypt.	Genesis
1 Samuel 3:6	Then Yahweh called Samuel again. Yahweh said, ["Samuel!"] So Samuel got up again.  And Samuel went to Eli. And Samuel said, ["I(Samuel) am at this place]. You(Eli) called me(Samuel)." But Eli said to Samuel again, ["I(Eli) did not call you(Samuel)]. You(Samuel) (imp) return to your(Samuel's) bed. And you(Samuel) (imp) lie down."	1_Samuel
