reference	verse	book
2 Samuel 9:7	David said to Mephibosheth, ["(imp) You(Mephibosheth) do not be afraid.] I(David) will treat you(Mephibosheth) kindly [because I(David) loved your(Mephibosheth's) father named Jonathan]. Your(Mephibosheth's) grandfather named Saul owned much-many land. I(David) will give all of that land to you(Mephibosheth). And you(Mephibosheth) will always eat with me(David)."	2_Samuel
2 Samuel 15:36	Zadok's son named Ahimaaz and Abiathar's son named Jonathan are with Zadok and Abiathar. [Whenever you(Hushai) hear about Absalom's plans] (imp) you(Hushai) send Ahimaaz and Jonathan to me(David). Then (implicit-info) Ahimaaz and Jonathan will tell me(David) about the things[that you(Hushai) heard]."	2_Samuel
Nehemiah 10:8	Maaziah, Bilgai and Shemaiah. Those people were priests.	Nehemiah
Matthew 24:36	(title) Jesus tells-B Jesus's followers/disciples [to be ready-C [the Son-of-man to return]]. _paragraph But no person knows-C the day [that (implicit-situational) the Son-of-man _1stAs3rd will return-B on] or the hour [that (implicit-situational) the Son-of-man _1stAs3rd will return-B at]. The servants/messenger [who come from God] [and that are in heaven] and the Son _1stAs3rd do not know that day or that hour. Only-B the Father-A knows that day and that hour. (footnote) Some copies/manuscripts of this part of the Scriptures do not include the words "and the Son".	Matthew
Joshua 15:50	And the tribe named Judah owned the towns named Anab, Eshtemoh, and Anim.	Joshua
Matthew 26:51	Immediately one man [who was there _implicit with Jesus] pull-out that man's sword. And that man hit-A the chiefest priest's servant-B with that sword _implicit [so that that sword cut-off that servant's ear].	Matthew
Genesis 1:19	God did these things on the fourth day.	Genesis
2 Samuel 19:4	The king covered the king's face with the king’s hands. And the king cried loudly, ["My(David's) son Absalom]! Absalom, my(David's) son, my(David's) son!"	2_Samuel
2 Samuel 3:10	I(Abner) will take away the kingdom from Saul’s family. Then I(Abner) will cause [David to become the king of Israel and Judah]. Then David will rule all of the people [that are between Dan and Beersheba]."	2_Samuel
Matthew 26:22	_paragraph So the followers/disciples became very sad. (norhetorical) And each follower/disciple asked Jesus, ["Lord-B, am I(follower) the follower/disciple [who will give you(Lord) to your(Lord's) enemies]?"] (statement) And each follower/disciple said to Jesus, ["Lord-B, I(follower) am certainly not the follower/disciple [who will give you(Lord) to your(Lord's) enemies]!"]	Matthew
Joshua 14:3	Earlier Moses gave land [that was on the eastern side of the Jordan River] to the tribe named Reuben, the tribe named Gad, and to half of the families [that were in the tribe named Manasseh]. But Moses did not give land to the tribe named Levi.	Joshua
2 Samuel 23:16	So the 3 important officers fought the Philistine soldiers[that were near Bethlehem]. Then those 3 officers took/drew water from the well [that was near Bethlehem’s gate]. Then those 3 officers brought that water to David. But David refused [to drink that water]. Instead David poured that water on the ground in front of Yahweh.	2_Samuel
2 Samuel 22:37	You(Yahweh) show a wide path to me(David).  Therefore my(David's) ankles do not break.	2_Samuel
Matthew 22:30	After the time [that dead people will become alive again at] men _generic will not marry women _implicit. (literal) And women _generic will not be given-B to men by those women's families _implicitActiveAgent [so that those women would marry those men]. (dynamic) And women _generic will not marry men _implicit. Instead, those people will be-U like the servants/messenger [_restrictive who come from God] _frameInferable [_descriptive who are in heaven] [(implicit-situational) _descriptive and who do not marry other servants/messenger [who come from God]].	Matthew
Nehemiah 4:17	The people [that carried stones to the wall] carried those stones with one hand. And those people held a weapon in the other hand.	Nehemiah
2 Samuel 6:6	[When the wagon came near the place [where Nakon threshed Nakon's grain]] the oxen tripped. The Ark of the Covenant (implicit-info) started falling from the wagon. So Uzzah grabbed God's Ark of the Covenant with Uzzah's hand. Uzzah (implicit-info) did not want [the Ark of the Covenant to fall].	2_Samuel
Nehemiah 13:16	People [who came from Tyre] [and who lived in Jerusalem] were bringing fish and many other kinds of things to Jerusalem. And those people were selling those things in Jerusalem to the people [that lived in Judah] on the seventh day of the week.	Nehemiah
1 Samuel 12:8	[After Jacob went to Egypt] Jacob's descendants cried out to Yahweh. Jacob’s descendants asked [Yahweh to help the descendants]. So Yahweh sent Moses and Aaron [in order to help the descendants]. Then Moses and Aaron led your(Israelites’) ancestors from Egypt.  And Moses and Aaron brought your(Israelites’) ancestors to this place [so that your(Israelites’) ancestors could live at this place].	1_Samuel
Nehemiah 7:39	The following people are the priests [that returned to Judah]. 973 descendants of Jedaiah returned. (Those priests were descendants of Jeshua.)	Nehemiah
Mark 5:37	(paragraph) Jesus went with Jairus _implicit, Peter, James, and John [who was the brother-C of James] to Jairus's house _implicit. But Jesus did not allow [other people to follow-A Jesus to Jairus's house _implicit ].	Mark
Genesis 26:18	[When Abraham was living] the servants of Abraham had dug many wells in that region. But [after Abraham died] the Philistines filled those wells with dirt. So Isaac dug those wells again. Isaac named each well the same name [that Abraham had named the well].	Genesis
Genesis 50:23	[Before Joseph died]  Ephraim had children and grandchildren. and Joseph's son named Manasseh had a son named Makir. Makir also had children.  Joseph loved these children and grandchildren.	Genesis
Joshua 11:18	Joshua fought those kings for many years.	Joshua
1 Samuel 11:8	So Saul lead all of the people to Bezek. 300000 men came from Israel. And 30000 men came from Judah.	1_Samuel
Joshua 4:15	Then Yahweh spoke to Joshua.	Joshua
1 Samuel 25:4	At that time David was in the desert.  And David heard [that Nabal was cutting Nabal's sheep’s hair/wool].	1_Samuel
Ruth 1:22	So Naomi and Ruth returned to Bethlehem from Moab. Naomi and Ruth arrived in Bethlehem during the season [that people harvest barley].	Ruth
Genesis 45:21	So Israel's sons did those things. Joseph gave wagons to Joseph's brothers [like the king commanded].  and Joseph also gave food to Joseph's brothers [so that Joseph's brothers could eat [while Joseph's brothers were traveling]].	Genesis
Matthew 14:35	[When the people [who lived at that place] recognized Jesus,] those people started telling other people throughout the whole area/region [Jesus was there]. People brought all those people's sick people to Jesus.	Matthew
Matthew 28:12	Then those chief priests met-B with the old leaders. And those chief priests and those old leaders planned the action [that those old leaders and those chief priests should do]. Those old leaders and those chief priests gave a big amount of money to those soldiers.	Matthew
Genesis 41:42	Then the king took off the king's ring.  That ring had the king's mark on the ring. Then the king put that ring on Joseph's finger. The king also gave expensive clothes to Joseph. and the king put a gold chain around Joseph's neck.	Genesis
Daniel 2:13	The king ordered [the king's guards to kill all the astrologers and all the magicians [that live in Babylon]]. So some of the king's guards went to Daniel's house [in order to kill Daniel and Daniel's friends].	Daniel
Matthew 26:21	And [while Jesus and the followers/disciples were eating,] Jesus said, ["I(Jesus) am telling you(followers) the truth]. One of you(followers) will give me(Jesus) to my(Jesus's) enemies."	Matthew
1 Samuel 6:19	But 70 men [who were from Beth-Shemesh] looked into the Ark-of-the-Covenant. So God killed those men. Then the people [who were from Beth-Shemesh] cried/mourned [because Yahweh punished those men].	1_Samuel
Joshua 19:4	And the tribe named Benjamin owned the towns named Eltolad, Bethul, and Hormah.	Joshua
Genesis 17:26	Abraham and Abraham's son were circumcised by a person on the same day.	Genesis
Matthew 2:20	That servant/angel said to Joseph _implicit, ["You(Joseph) (imp) get-up]. You(Joseph) (imp) take the child and the child’s mother. And you(Joseph) (imp) go to the land of Israel with the child _implicit and the child’s mother _implicit. For the people [who were trying [to kill the child]] are dead."	Matthew
Ruth 4:16	Then Naomi cared for the boy [like Naomi cared for Naomi's sons].	Ruth
2 Samuel 11:21	Do you(messenger) remember the person [that killed Abimelek]? Abimelek was Jerub-Besheth's son.  A woman [who was standing on the wall of the city]dropped a large stone on Abimelek. Then Abimelek died in Thebez. Why did you(soldiers) go near the wall?" [If King David says those things], then you(messenger) (imp) say to King David, ["Your(David's) servant named Uriah is dead]. Uriah was a Hittite.""	2_Samuel
Mark 6:26	(paragraph) The king became very sorry. But because of the king's promises/oaths and the king's guests [(implicit-situational) who heard [the king make those promises/oaths]], the king did not want [to refuse [to do the thing [that that girl asked-B Herod for]]].	Mark
1 Samuel 18:29	So Saul became more afraid of David. And David became Saul’s enemy. Saul continuously hated David [until Saul died].	1_Samuel
2 Samuel 5:10	David became very strong. David's (implicit-info) army had many soldiers. So (implicit-info) David's enemies were not able [to attack David]. David was strong [because God-Almighty was with David]. God-Almighty (implicit-info) rules all people and all things.	2_Samuel
Matthew 14:2	And Herod said to Herod's officials, ["This man is John the Baptist]. This man was caused by God _implicitActiveAgent [to become alive again]! So this man is able [to do actions through God's power]."	Matthew
Matthew 11:27	_paragraph All things were given to me(Jesus) by my(Jesus's) Father. No person knows the Son _1stAs3rd except the Father. And no person knows the Father except the Son _1stAs3rd and the people [whom the Son _1stAs3rd chooses-C [to show/reveal the Father to]].	Matthew
1 Samuel 20:17	Then Jonathan asked [David to promise [to always love Jonathan]]. Jonathan loved David very much.	1_Samuel
1 Samuel 24:7	Then David scolded those men. And David did not allow [those men to attack Saul]. Then Saul left that cave. And Saul started walk-away from that cave.	1_Samuel
Acts 20:35	All of those things [that I(Paul) did] show you(leaders) [that you(leaders) must work hard [in order to earn money [so that you(leaders) could give money to poor people]]. We(Christians) must remember [that our(Christians') Lord Jesus said, ['People [who give things] receive more blessings than people [who receive things'].]"]	Acts
Matthew 8:21	(paragraph) And another follower/disciple of Jesus _implicit said to Jesus, ["Lord-B, first you(Jesus) (imp) let [me(follower) go [so that I(follower) could bury-A my(follower’s) father]]."]	Matthew
Genesis 28:13	Then Jacob saw [Yahweh standing above the ladder]. and Yahweh said to Jacob, ["I(Yahweh) am Yahweh].  I(Yahweh) am the God of the grandfather of you(Jacob) named Abraham. and I(Yahweh) am the God of Isaac. I(Yahweh) will give the land [that you(Jacob) are sleeping on] to you(Jacob) and to the descendants of you(Jacob).	Genesis
Genesis 10:27	Joktan was also the father of Hadoram, Uzal, and Diklah.	Genesis
2 Samuel 12:17	The old people [that worked in David's palace] came to David. And those people encouraged [David to get up from the ground]. But David refused [to stand up]. And David did not eat food with those people.	2_Samuel
Acts 21:13	Then Paul said, [“Please stop crying].  [When you cry] you cause [me to feel sad].  [When I go to Jerusalem] [if people put me in prison [because I tell people about the Lord Jesus]] I will be happy.  And [if people kill me [because I tell people about the Lord Jesus]] I will be happy.	Acts
Daniel 11:39	People [who honor another country's god] will help [that king attack strong cities]. Then that king will reward the people [who honor that king]. That king will make [those people rule many other people]. And that king will sell the land to those people.	Daniel
Mark 12:31	The following command/commandment is the second most important command/commandment: You(person) (imp) love the person [who lives near you(person)] [just-like you(person) love yourself(person)]. These 2 commands/commandments are greater than all other commands/commandments." (footnote) You(people) (imp) see Leviticus 19:18.	Mark
Mark 13:5	(paragraph) Then Jesus said to Peter, James, John, and Andrew, ["You(followers) (imp) watch-out [so that a person will not deceive you(followers) ]].	Mark
Genesis 32:19	Then Jacob also said to the second servant, the third servant, and all of the other servants, ["[When you(servants) meet Esau] you(servants) must say the same things to Esau].	Genesis
Genesis 19:12	Then the 2 angels said to Lot, ["Do you(Lot) have relatives [who live in this city]?] Do you(Lot) have son-in-law, sons, daughters or other relatives? [If you(Lot) have relatives [who live in this city]] you(Lot) (imp) tell those relatives [to leave the city now].	Genesis
Mark 15:40	(paragraph) Some _implicit women were also watching these events _implicit from a place [that was far from that cross _implicit]. 3 of those women were Mary-Magdalene, Mary, [who was the mother of young James and Joseph], and Salome.	Mark
Mark 13:7	And you(followers) will hear-D about wars. And you(followers) will hear-A reports [that are about wars]. But you(followers) (imp) do not become upset/troubled . These events must happen. But the end-A of all things _implicit will not happen yet.	Mark
