reference	verse	book
Genesis 27:21	Then Isaac said to Jacob, ["Son of me(Isaac), you(Esau) (imp) come to me(Isaac) [so-that  I(Isaac) am able [to touch you(Jacob)]]]. Then I(Isaac) will know [that you(Esau) are the son of me(Isaac) named Esau]".	Genesis
2 Samuel 6:10	So David stopped moving Yahweh's Ark of the Covenant to Jerusalem. Instead David took the Ark of the Covenant to Obed-Edom's house. Obed-Edom was from Gath.	2_Samuel
Joshua 12:1	(title) The Israelites defeat/conquer the kings [that rule Canaan].  The Israelites defeated/conquered many kings [that lived on the eastern side of the Jordan River]. So the Israelites owned all of those kings' land.  That land was between the river-Arnon and mount-Hermon. And the Israelites owned the eastern side of the valley [that the Jordan river was in].  The Israelites defeated the following kings.	Joshua
Matthew 2:4	Herod called all of the the people's chief priests and all of the people's people [who taught the religious _implicit laws/Law to people _generic] . And Herod asked those priests and those people/scribes [to tell Herod the place [that the Christ will be born at]].	Matthew
Joshua 19:26	The tribe named Asher also owned the towns named Allammelek, Amad, and Mishal. The border of this region started at Carmel.  Then the border went to Shihor-Libnath.	Joshua
2 Samuel 23:8	(title) The following people were in David’s army.  These people were David’s strong soldiers.A man named Josheb-Basshebeth was from Hachmon. Josheb-Basshebeth was the leader of the 3 most powerful soldiers. One day Josheb-Basshebeth killed 800 men with Josheb-Basshebeth’s spear during a battle.	2_Samuel
Matthew 5:18	I(Jesus) am telling the truth to you(people): [Until heaven and earth stop being/exist ,] the smallest letter-B [that is written in the laws/Law by God _implicitActiveAgent] and the smallest part of a letter-B [that is written in the laws/Law by God _implicitActiveAgent] will always stay. Those things will only stop being/exist [after all of the things [(implicit-situational) that must happen] happen ].	Matthew
Matthew 12:12	A person is much more valuable than a sheep! Therefore the religious laws allow [people to do good things on the Sabbath]."	Matthew
Esther 8:9	Then the king called the king's secretaries. The date was June 25. The secretaries wrote down all the things [that Mordecai said]. The secretaries wrote letters to the Jews. And the secretaries wrote letters to the important people. The secretaries also wrote letters to all of the leaders [that lived in Xerxes' kingdom]. The secretaries wrote the letters with many languages.	Esther
Genesis 42:29	-Title The brothers return to Canaan. [after the brothers arrived at the brothers' house] the brothers told the brothers' father named Jacob about the things [that happened to the brothers [while the brothers were in Egypt]].	Genesis
1 Samuel 25:12	Then David’s men returned to David. And those men told David about the things [that Nabal said].	1_Samuel
Ruth 3:15	Then Boaz also said to Ruth, ["You(Ruth) (imp) bring the coat/shawl [that you(Ruth) are wearing] to me(Boaz)]. And you(Ruth) (imp) hold your(Ruth’s) coat/shawl for me(Boaz). Then Boaz poured six liters of grain/barley on Ruth’s coat/shawl.  Then Boaz put the coat/shawl on Ruth’s back. Then Boaz returned to the town.	Ruth
Mark 12:27	God is not the God of dead people. Instead, God is the God of alive people. You(Sadducees) made a very bad mistake!"	Mark
Nehemiah 11:19	The following people [who guarded the gates of the city _implicit] moved to Jerusalem. Akkub, Talmon, and the people [who worked with Akkub and Talmon]. 172 men [who guarded the gates of the city] lived in Jerusalem.	Nehemiah
Joshua 12:15	The Israelites defeated the king of Libnah and the king of Adullam.	Joshua
Joshua 3:4	Then you(people) will know the place [where you(people) should go]. You(people) did not go to this place before today. But you(people) (imp) do not walk near the ark-of-the-covenant. You(people) (imp) walk behind the ark-of-the-covenant  -distance 1000 meters.”	Joshua
2 Samuel 23:12	But Shammah stood in the middle of that field. Shammah protected that field.  And Shammah killed those Philistines. Yahweh caused [Shammah to defeat those Philistines].	2_Samuel
Genesis 44:17	But Joseph said, ["All of you(brothers) will not become my(Joseph's) slaves!] Only the man [who stole my(Joseph's) cup] will become my(Joseph's) slave. The other brothers may return to your(brothers') father."	Genesis
Matthew 7:15	(title) Jesus warns people _implicit about false prophets. (paragraph) You(people) (imp) watch-out for the false prophets _frameInferable. (literal) Those people try [to appear like sheep [when those people come among you(people)]]. (dynamic) Those people pretend [to be-U like you(people)] [when those people come among you(people)]. (literal) But those people actually be-X violent wild dogs. (dynamic) But those people actually want [those people to destroy you(people)].	Matthew
Genesis 31:17	So Jacob put Jacob's children and Jacob's wives on camels.	Genesis
Esther 9:9	The name of Haman's father was Hammedatha.	Esther
Mark 12:10	(yesrhetorical) Have you(priests) read the following words [that are in-G the Scriptures]? (statement) You(priests) have certainly read the following words [that are in-G the Scriptures]. The Scriptures say, ["(implicit-situational) Some people [who were building a building] were choosing stones [in-order-to build a building with those stones]]. The people [who were building a building] refused [to use a certain stone]. (literal) But that stone became the chief stone of the corner of the building_impllicit. (dynamic) But that stone became the most important stone of the building _implicit.	Mark
Esther 9:14	So the king allowed [the Jews to continue killing the Jews' enemies]. And the king ordered [the king's servants to hang the bodies of Haman's 10 sons].	Esther
1 Samuel 13:10	[After Saul finished giving/sacrificing those gifts/offerings to God,] Samuel arrived at Gilgal. So Saul walked to Samuel. And Saul greeted Samuel.	1_Samuel
Matthew 6:2	(paragraph) So [whenever you(person) give money or other things to poor people,] you(person) (imp) do not act [just-like the hypocrites act]. Those people/hypocrite play-B trumpets in the synagogues and on the streets [so that other people would honor those people/hypocrite]. I(Jesus) tell you(people) the truth. Those people/hypocrite already have those people's/hypocrite whole _implicit reward.	Matthew
Genesis 39:12	Then Potiphar's wife came to Joseph.  And Potiphar's wife grabbed Joseph's coat. and Potiphar's wife said to Joseph, ["You(Joseph) (imp) sex me(wife)."] But Joseph left Joseph's coat. and Joseph ran from the house.	Genesis
1 Samuel 18:18	But David said to Saul, ["I(David) am not important]. And my(David's) family is not important in Israel. So I(David) should not become the king’s son-in-law."	1_Samuel
Daniel 6:16	So the king ordered [some soldiers to put Daniel in the pit [that the king kept lions in]]. Then the soldiers took Daniel to the pit. And the soldiers threw Daniel into the pit [that the lions were in]. The king said to Daniel, ["You(Daniel) are faithful to God]. And you(Daniel) honor God. May God save you(Daniel)."	Daniel
Nehemiah 12:41	And priests named Eliakim, Maaseiah, Miniamin, Micaiah, Elioenai, Zechariah and Hananiah brought the priests’ instrument/trumpets.  Those priests also stood in the house of God.	Nehemiah
Acts 16:31	Paul and Silas said to the chief guard of the prison, ["You(guard) must (imp) believe in the Lord Jesus. Then God will save you(guard) and all the people [who live in your(guard’s) house]."]	Acts
Genesis 49:15	[When Issachar sees [that Issachar's land is good]] Issachar will become a slave [in-order-to Issachar stay in Issachar's house].	Genesis
Genesis 4:4	Abel also brought an offering to God.  Abel killed several of Abel's firstborn sheep.  Then Abel cut-off the best parts of the sheep. and Abel brought these parts of the sheep to God.  God was pleased with Abel.  God accepted Abel's offering.	Genesis
Joshua 1:2	Yahweh said to Joshua, [“Moses served me(Yahweh)]. But Moses died. Now you(Joshua) and all of these people must prepare [to go across the Jordan River]. And you(people) must prepare [to go into the land [that I(Yahweh) will give to the Israelites]].	Joshua
1 Samuel 30:22	But some evil men [who fought the Amalekites with David] said, ["These 200 men did not go with us(men)]. So we(men) will not share the things [that we(men) took from the Amalekites] with these men.  But these men may take these men's wives and children. Then these men must go."	1_Samuel
Matthew 9:12	_paragraph [When Jesus heard those words,] Jesus said, ["Healthy people do not need a doctor.] Instead, sick people _emphasized need a doctor.	Matthew
Mark 4:3	Jesus said, ["You(people) (imp) listen to me(Jesus) _implicit !] A farmer went from that farmer's house _implicit [in-order-to plant seeds].	Mark
Ruth 1:3	Elimelech [who was Naomi's husband] died later. So Naomi lived with only Naomi's two sons.	Ruth
Genesis 38:4	Later this girl birthed another son. and this girl named that son Onan.	Genesis
Daniel 6:21	Then Daniel shouted to the king, ["I(Daniel) hope [that you(king) live forever]].	Daniel
Genesis 28:16	Then Jacob wake-up. and Jacob said to Jacob, ["Yahweh certainly is in this place.] but I(Jacob) did not know [that Yahweh was in this place]."	Genesis
Matthew 26:54	The Scripture says [these events must happen/be-fulfilled]. (rhetorical) But how will these events happen/be-fulfilled [if (implicit-situational) my(Jesus's) Father saves me(Jesus) now]?" (statement) But [if (implicit-situational) my(Jesus's) Father saves me(Jesus) now] the Scriptures of the words _metonymy [that say [these events must happen]] will not happen/be-fulfilled.	Matthew
1 Samuel 12:14	You(Israelites) must fear Yahweh. And you(Israelites) must serve Yahweh. And you(Israelites) must obey Yahweh. And you(Israelites) must continue obeying Yahweh’s commands. Yahweh is your(Israelites’) God. [If you(Israelites) and your(Israelites’) king obey Yahweh] Yahweh will protect you(Israelites).	1_Samuel
Joshua 3:14	So the priests carried the ark-of-the-covenant to the Jordan River in front of the people. And the people left the place [where the people were camping].	Joshua
Joshua 22:5	But (imp) you(soldiers) continue obeying carefully the commands [that Moses gave to you(soldiers)]. You(soldiers) must love your(soldiers’) God named Yahweh. And you(soldiers) must obey Yahweh's laws and commandments. (imp) You(soldiers) continue following Yahweh. And (imp) you(soldiers) serve Yahweh faithfully.”	Joshua
Daniel 2:1	[When Nebuchadnezzar had been the king of Babylon for about two years] Nebuchadnezzar dreamed. [After Nebuchadnezzar woke up] Nebuchadnezzar worried about this dream. And Nebuchadnezzar was not able [to sleep again] because of this dream.	Daniel
Nehemiah 2:14	Then I(Nehemiah) went toward the gate-Fountain and the king's pool. But the animal [that I(Nehemiah) was riding] was not able [to go through that place].	Nehemiah
2 Samuel 20:23	Joab was the leader of Israel’s army. And Benaiah [who was Jehoiada’s son] was the leader of the Kerethites and the Pelethites.	2_Samuel
Acts 16:33	Even though it was late at night, the chief guard of the prison led Paul and Silas away from the prison.  And the chief guard of the prison washed Paul and Silas' wounds. Then immediately Paul and Silas baptized the chief guard of the prison and all the people [who were in the house of the chief guard of the prison].	Acts
1 Samuel 19:13	Then Michal put an idol on David’s bed. And Michal covered that idol with clothes.  Then Michal put goat’s hairs on that idol's head.	1_Samuel
Esther 2:2	Then the king's servants said to the king, ["You(king) should order [people to find some beautiful young women [that did not sex a man] for you(king)].]	Esther
Jonah 3:6	The king of Nineveh also heard Jonah’s message.  So the king left the king’s throne. And the king took off the king’s robes.  Then the king put on sackcloth clothes. And the king sat in ashes.	Jonah
Mark 8:21	(paragraph) (rhetorical) Jesus asked those followers/disciples, ["Do you(followers) still not understand the true things _implicit [that are about me(Jesus)]?"] (statement) Jesus said to those followers/disciples, ["You(followers) should understand now the true things _implicit [that are about me(Jesus)]"].	Mark
Joshua 14:1	Eleazar, Joshua, and the other leaders of the Israelites divided the land of Canaan among the other tribes of Israel. Eleazar was the priest. And Joshua was the son of a man named Nun.  Those leaders gave land to the other tribes of Israel.	Joshua
Esther 8:5	Esther said to the king, ["King Xerxes, I(Esther) hope [that you(king) will think [that my(Esther's) plan is good]]]. And I(Esther) hope [that I(Esther) please you(king)].  [If I(Esther) please you(king)] [and if my(Esther's) plan pleases you(king)] you(king) (imp) please write a new law. That law will change the law [that Haman wrote]. The name of Haman's father was Hammedatha. Hammedatha was an Agagite. Haman wrote a law [that ordered [people to kill all the Jews]].	Esther
Genesis 38:21	so Hirah asked some people [who lived in the town named Enaim], ["Where is the prostitute [who was sitting near the gate?]"]  Those people answered Hirah, ["There is not a prostitute in this town.]"	Genesis
Matthew 14:30	But [when Peter saw [there was much wind],] Peter became afraid. Peter began to sink. So Peter cry-out to Jesus _implicit, ["Lord-B, you(Jesus) (imp) save me(Peter)!"]	Matthew
Acts 3:2	And every day some people carried a man [who was not able [to walk]] to that building [where people meet with God]. That man was not able [to walk [since the time that man's mother birthed that man]]. Every day some people put that man beside the gate of that building [where people meet with God]. People called that gate Beautiful. That man asked the people [who walked into that building [where people meet with God] for money].	Acts
Jonah 4:11	Similarly I(Yahweh) should feel pity for the great  city named Nineveh. More than 120000 people are living in Nineveh.  Those people do not know about right things and wrong things. And many animals also are living in Nineveh.	Jonah
Acts 17:3	Paul explained to the people [that the Scripture said, [that the Christ  will suffer]. And then the Christ will live again. And Paul showed the people [that Paul's message was true]. Then Paul said, ["This Christ is the man [whom I(Paul) have just told you(Greeks) about] [and who is called Jesus]"]. Another (footnote) word for Christ is Messiah.	Acts
1 Samuel 31:10	The Philistines put Saul's armor in the temple [that the Philistines worshiped Ashtoreth in]. And the Philistines hung Saul's body on the wall [that was in the city named Beth-Shan].	1_Samuel
Genesis 24:25	Then Rebekah said, ["Yes.] We(Rebekah) have straw [that your(servant's) camels may eat]. and we(Rebekah) have a room [where you(servant) may sleep tonight]."	Genesis
Genesis 15:13	Then Yahweh said to Abram, ["Your(Abram's) descendants will live in a place [that your(Abram's) descendants do not own]]. The people [who live in that place] will force [your(Abram's) descendants to become slaves]. and those people will be cruel to your(Abram's) descendants for 400 years.	Genesis
Matthew 27:12	_paragraph [When the chief priests and the old leaders said about Jesus [Jesus did bad things],] Jesus did not speak.	Matthew
2 Samuel 7:24	You(Yahweh) chose us(Israelites). Now we(Israelites) are your(Yahweh's) people forever. Yahweh, you(Yahweh) became our(Israelites') God.	2_Samuel
2 Samuel 23:1	(title) David speaks to the Israelites [before David dies].  [Before David died] David said, ["[While God was leading David] David [who was the son of Jesse] said these words].   The man [that God-Almighty caused [to become great]] said these things. Jacob's God chose/appointed David [to become the king]. [When Israelites sing songs]Israelites sing about David.	2_Samuel
Matthew 15:14	You(followers) (imp) ignore those Pharisees. Those Pharisees are _be-U like blind people [who lead other people]. [If blind people [who lead other people] lead-A blind people,] those blind people [who lead other people] and those people will fall into a hole."	Matthew
Mark 4:39	(paragraph) Then Jesus get-up. Jesus spoke/rebuke to the wind. And Jesus said to the waves, ["You(waves) (imp) become quiet!] You(waves) (imp) become calm!" Then the wind stopped blowing. And the wind and the waves became completely calm.	Mark
Matthew 27:43	This man trusts-A in God. Let _jussive God save-A this man now [if this man pleases God]. For this man said earlier _implicit, ["I(Jesus) am the Son-of-God"]."	Matthew
1 Samuel 26:13	Then David climbed a hill. And David stood on the top of that hill. The hill was far from Saul’s camp.  So David was far from Saul and Saul’s soldiers.	1_Samuel
Daniel 4:34	[After I(Nebuchadnezzar) lived with animals for 7 years] I(Nebuchadnezzar) prayed to God. Then I(Nebuchadnezzar) was able [to think correctly] again. I(Nebuchadnezzar) thanked the true God. I(Nebuchadnezzar) honored God [who lives forever]. The kingdom of God will exist forever. God always rules all people.	Daniel
1 Samuel 10:10	[When Saul and Saul's servant arrived at Gibeah] Saul met a group of prophets. Then the Spirit of God entered Saul. And Saul spoke the words of Yahweh with those prophets.	1_Samuel
Matthew 5:15	Similarly, [after people light a lamp,] those people do not put that lamp under a bowl . (literal) Instead, those people put that lamp on that lamp's table [so that that lamp would give light to all the people [who are in the house]] (dynamic) Instead, those people put that lamp on that lamp's table [so that all the people [who are in the house] would be able [to see the things _implicit [that are in the house]]].	Matthew
Matthew 10:11	[Whenever you(disciples) enter a town or a village,] you(disciples) (imp) search there a kind/worthy person [who (implicit-situational) will let [you(disciples) stay at that person’s house]]. And you(disciples) (imp) stay at that person’s house [until you(disciples) leave that town _implicit or that village _implicit].	Matthew
1 Samuel 15:18	And Yahweh told [you(Saul) to do certain things]. Yahweh said to you(Saul), ["You(Saul) (imp) go].  And you(Saul) (imp) completely destroy the Amalekites [who are evil].  You(Saul) (imp) fight those people [until all of those people are dead]."	1_Samuel
Genesis 18:10	Then Yahweh said, ["I(Yahweh) will return to you(Abraham) after 1 year]. At that time your(Abraham's) wife named Sarah will have a son." Sarah was sitting at the door of the tent.  And Sarah was listening to the men.	Genesis
Titus 1:6	[When you(Titus) choose a person] other people must not think [that that person does bad things]. That person must sex only the one woman [that that man is married to]. That (alt) person must be a husband of only one woman. The children of that person must believe in Christ Jesus. People must know [that those children are able [to control the actions of those children]]. And people must know [that  those children obey the parents of those children and other people [who have authority]].	Titus
Joshua 13:8	(title) Joshua divides the land. The people [that were in the tribes named Reuben and Gad] and half of the people [that were in the tribe named Manasseh] already received the land [that Moses gave to those tribes]. Moses gave the land [that was on the eastern side of the Jordan River] to those tribes.	Joshua
Daniel 3:10	You(king) made a command. You(king) said [that all people must listen to the sound of instruments]. Then the people must bow to the gold statue. And the people must worship the gold statue.	Daniel
Genesis 15:14	But I(Yahweh) will punish that nation.  I(Yahweh) will punish those people [who force [your(Abram's) descendants to be slaves]]. Then your(Abram's) descendants will leave that land. Your(Abram's) descendants will be rich [when your(Abram's) descendants leave that place].	Genesis
1 Samuel 22:16	But the king said, ["Ahimelek, I(Saul) will certainly kill you(Ahimelek) and your(Ahimelek's) family."]	1_Samuel
Genesis 29:10	[After Jacob saw Laban's daughter named Rachel and Laban's sheep] Jacob went to the well. and Jacob moved the stone from the top of the well.  and Jacob gave water to Laban's sheep. Laban was the brother of Jacob's mother named Rebekah.	Genesis
1 Samuel 14:7	The young soldier [who carried Jonathan’s shield] said to Jonathan, ["You(Jonathan) (imp) go]. I(soldier) will follow you(Jonathan). And I(soldier) will help you(Jonathan)."	1_Samuel
Daniel 11:20	The person [who comes after that king] will send a man [in order to collect taxes from people]. But that man will die after a few years. That man will not be killed by a man. And that man will not die in a battle.	Daniel
Matthew 6:29	But I(Jesus) tell you(people) [even king _implicit Solomon of the clothes _implicitType [who wore very wonderful/glorious clothes] were not beautiful more-B than one of these flowers/lilies].	Matthew
2 Samuel 15:18	All of the king's servants walked/marched past David.  And all of the Kerethites and Pelethites also walked/marched past David. And the 600 Gittites [that came from Gath] walked/marched past the king.	2_Samuel
Joshua 4:2	Yahweh said to Joshua, ["You(Joshua) (imp) choose 12 men]. You(Joshua) (imp) choose 1 man from each tribe.	Joshua
1 Samuel 10:9	(title) Saul becomes the king of the Israelites.  [When Saul turned around [in order to leave Samuel]] God changed Saul’s heart. And all of the things [that Samuel talked about] happened to Saul.	1_Samuel
Genesis 21:13	But I(Yahweh) will also cause [the descendants of Ishmael to become a great nation] [because Ishmael is also your(Abraham's) son]".	Genesis
1 Samuel 9:11	Saul and the servant were walking up a hill [that was near that town]. [While Saul and the servant were walking] Saul met some young women.  Those women were leaving the town [in order to get water]. So Saul and the servant asked those women, ["Is the man [who sees] in this town]?"	1_Samuel
Matthew 13:15	For the heart-A of these people does not understand quickly the things _implicit [that are about God]. These people's ears do not hear those things _implicit well. And these people closed these people's eyes. [If-B these people opened these people's eyes,] these people would see. [If-B these people's ears heard well,] these people would hear. Then-D these people might understand in these people's hearts-A. And these people might turn to me(God) _implicit. [If-B these people turned to me(God),] I(God) would heal these people." (footnote) You(people) (imp) see Isaiah 6:9-10.	Matthew
Daniel 2:8	The king said to the astrologers, ["I(king) know [that you(astrologers) want more time]]. But I(king) will not tell you(astrologers) about my(king's) dream.	Daniel
Genesis 45:7	But [before you(brothers) came to Egypt] God sent me(Joseph) to this place [to save our(Joseph's) family on earth]. And God sent me(Joseph) to this place [to save your(brothers') lives [by doing wonderful things]].	Genesis
Genesis 8:18	So Noah, Noah's sons, Noah's wife, and Noah's son's wives left the boat.	Genesis
Matthew 24:47	I(Jesus) am telling you(followers) the truth Then that master will appoint that servant [so-B that that servant will care for all the things-A [that the master owns]].	Matthew
Genesis 2:23	Then Adam said, ["God created the bones of this person with the bones of me(Adam)].  And God created the body of this person with the body of me(Adam).  I(Adam) will call this person woman [because God took this person from a man]."	Genesis
Mark 10:45	For the Son-of-man _1stas3rd also did not come to this earth _implicit [so that people _implicitNecessary would serve the Son-of-man _1stas3rd]. But the Son-of-man _1stas3rd came [in-order-to serve people _implicit] [and in-order-to let [people kill the Son-of-man _1stas3rd ]]. And [by dying for many people] the Son-of-man _1stas3rd will free many people."	Mark
